% Title: Parkinsons Disease Data Set
% 
% Abstract: Oxford Parkinson's Disease Detection Dataset
% 
% -----------------------------------------------------	
% 
% Data Set Characteristics: Multivariate
% Number of Instances: 197
% Area: Life
% Attribute Characteristics: Real
% Number of Attributes: 23
% Date Donated: 2008-06-26
% Associated Tasks: Classification
% Missing Values? N/A
% 
% -----------------------------------------------------	
% 
% Source:
% 
% The dataset was created by Max Little of the University of Oxford, in 
% collaboration with the National Centre for Voice and Speech, Denver, 
% Colorado, who recorded the speech signals. The original study published the 
% feature extraction methods for general voice disorders.
% 
% -----------------------------------------------------
% 
% Data Set Information:
% 
% This dataset is composed of a range of biomedical voice measurements from 
% 31 people, 23 with Parkinson's disease (PD). Each column in the table is a 
% particular voice measure, and each row corresponds one of 195 voice 
% recording from these individuals ("name" column). The main aim of the data 
% is to discriminate healthy people from those with PD, according to "status" 
% column which is set to 0 for healthy and 1 for PD.
% 
% The data is in ASCII CSV format. The rows of the CSV file contain an 
% instance corresponding to one voice recording. There are around six 
% recordings per patient, the name of the patient is identified in the first 
% column.For further information or to pass on comments, please contact Max 
% Little (littlem '@' robots.ox.ac.uk).
% 
% Further details are contained in the following reference -- if you use this 
% dataset, please cite:
% Max A. Little, Patrick E. McSharry, Eric J. Hunter, Lorraine O. Ramig (2008), 
% 'Suitability of dysphonia measurements for telemonitoring of Parkinson's disease', 
% IEEE Transactions on Biomedical Engineering (to appear).
% 
% -----------------------------------------------------
% 
% Attribute Information:
% 
% Matrix column entries (attributes):
% name - ASCII subject name and recording number
% MDVP:Fo(Hz) - Average vocal fundamental frequency
% MDVP:Fhi(Hz) - Maximum vocal fundamental frequency
% MDVP:Flo(Hz) - Minimum vocal fundamental frequency
% MDVP:Jitter(%),MDVP:Jitter(Abs),MDVP:RAP,MDVP:PPQ,Jitter:DDP - Several 
% measures of variation in fundamental frequency
% MDVP:Shimmer,MDVP:Shimmer(dB),Shimmer:APQ3,Shimmer:APQ5,MDVP:APQ,Shimmer:DDA - Several measures of variation in % amplitude
% NHR,HNR - Two measures of ratio of noise to tonal components in the voice
% status - Health status of the subject (one) - Parkinson's, (zero) - healthy
% RPDE,D2 - Two nonlinear dynamical complexity measures
% DFA - Signal fractal scaling exponent
% spread1,spread2,PPE - Three nonlinear measures of fundamental frequency variation 
% 
% -----------------------------------------------------
% 
% Citation Request:
% 
% If you use this dataset, please cite the following paper: 
% 'Exploiting Nonlinear Recurrence and Fractal Scaling Properties for Voice Disorder Detection', 
% Little MA, McSharry PE, Roberts SJ, Costello DAE, Moroz IM. 
% BioMedical Engineering OnLine 2007, 6:23 (26 June 2007)

@RELATION parkinsons

@ATTRIBUTE A1 REAL
@ATTRIBUTE A2 REAL
@ATTRIBUTE A3 REAL
@ATTRIBUTE A4 REAL
@ATTRIBUTE A5 REAL
@ATTRIBUTE A6 REAL
@ATTRIBUTE A7 REAL
@ATTRIBUTE A8 REAL
@ATTRIBUTE A9 REAL
@ATTRIBUTE A10 REAL
@ATTRIBUTE A11 REAL
@ATTRIBUTE A12 REAL
@ATTRIBUTE A13 REAL
@ATTRIBUTE A14 REAL
@ATTRIBUTE A15 REAL
@ATTRIBUTE A16 REAL
@ATTRIBUTE A17 REAL
@ATTRIBUTE A18 REAL
@ATTRIBUTE A19 REAL
@ATTRIBUTE A20 REAL
@ATTRIBUTE A21 REAL
@ATTRIBUTE A22 REAL

@ATTRIBUTE class {0,1}

@DATA
12579100,14055700,9620600,0.01378,0.00011,0.00826,0.00655,0.02478,0.04689,0.42200,0.02542,0.02630,0.03908,0.07625,0.10323,1543300,0.571010,0.690892,-5159169,0.202146,2441612,0.260375,1
12651200,14175600,9977000,0.01936,0.00015,0.01159,0.00990,0.03476,0.06734,0.65900,0.03611,0.03963,0.05783,0.10833,0.16744,1243500,0.638545,0.674953,-3760348,0.242861,2634633,0.378483,1
12564100,14106800,11634600,0.03316,0.00026,0.02144,0.01522,0.06433,0.09178,0.89100,0.05358,0.04791,0.06196,0.16074,0.31482,886700,0.671299,0.656846,-3700544,0.260481,2991063,0.370961,1
12845100,15044900,7563200,0.01551,0.00012,0.00905,0.00909,0.02716,0.06170,0.58400,0.03223,0.03672,0.05174,0.09669,0.11843,1506000,0.639808,0.643327,-4202730,0.310163,2638279,0.356881,1
13922400,58656700,6615700,0.03011,0.00022,0.01854,0.01628,0.05563,0.09419,0.93000,0.05551,0.05005,0.06023,0.16654,0.25930,1048900,0.596362,0.641418,-3269487,0.270641,2690917,0.444774,1
15025800,15460900,7534900,0.00248,0.00002,0.00105,0.00136,0.00315,0.01131,0.10700,0.00522,0.00659,0.01009,0.01567,0.00495,2675900,0.296888,0.722356,-6878393,0.089267,2004055,0.113942,1
15400300,16026700,12862100,0.00183,0.00001,0.00076,0.00100,0.00229,0.01030,0.09400,0.00469,0.00582,0.00871,0.01406,0.00243,2840900,0.263654,0.691483,-7111576,0.144780,2065477,0.093193,1
14968900,16036800,13360800,0.00257,0.00002,0.00116,0.00134,0.00349,0.01346,0.12600,0.00660,0.00818,0.01059,0.01979,0.00578,2742100,0.365488,0.719974,-6997403,0.210279,1994387,0.112878,1
15507800,16373600,14414800,0.00168,0.00001,0.00068,0.00092,0.00204,0.01064,0.09700,0.00522,0.00632,0.00928,0.01567,0.00233,2974600,0.334171,0.677930,-6981201,0.184550,2129924,0.106802,1
15188400,15776500,13375100,0.00258,0.00002,0.00115,0.00122,0.00346,0.01450,0.13700,0.00633,0.00788,0.01267,0.01898,0.00659,2683300,0.393563,0.700246,-6600023,0.249172,2499148,0.105306,1
15198900,15733900,13285700,0.00174,0.00001,0.00075,0.00096,0.00225,0.01024,0.09300,0.00455,0.00576,0.00993,0.01364,0.00238,2992800,0.311369,0.676066,-6739151,0.160686,2296873,0.115130,1
19303000,20890000,8029700,0.00766,0.00004,0.00450,0.00389,0.01351,0.03044,0.27500,0.01771,0.01815,0.02084,0.05312,0.00947,2193400,0.497554,0.740539,-5845099,0.278679,2608749,0.185668,1
20071400,22398200,8968600,0.00621,0.00003,0.00371,0.00337,0.01112,0.02286,0.20700,0.01192,0.01439,0.01852,0.03576,0.00704,2323900,0.436084,0.727863,-5258320,0.256454,2550961,0.232520,1
20851900,22031500,19902000,0.00609,0.00003,0.00368,0.00339,0.01105,0.01761,0.15500,0.00952,0.01058,0.01307,0.02855,0.00830,2240700,0.338097,0.712466,-6471427,0.184378,2502336,0.136390,1
20466400,22130000,18962100,0.00841,0.00004,0.00502,0.00485,0.01506,0.02378,0.21000,0.01277,0.01483,0.01767,0.03831,0.01316,2130500,0.498877,0.722085,-4876336,0.212054,2376749,0.268144,1
21014100,23270600,18525800,0.00534,0.00003,0.00321,0.00280,0.00964,0.01680,0.14900,0.00861,0.01017,0.01301,0.02583,0.00620,2367100,0.441097,0.722254,-5963040,0.250283,2489191,0.177807,1
20632700,22635500,9202000,0.00495,0.00002,0.00302,0.00246,0.00905,0.02105,0.20900,0.01107,0.01284,0.01604,0.03320,0.01048,2186400,0.331508,0.715121,-6729713,0.181701,2938114,0.115515,1
15187200,49289200,6908500,0.00856,0.00006,0.00404,0.00385,0.01211,0.01843,0.23500,0.00796,0.00832,0.01271,0.02389,0.06051,2369300,0.407701,0.662668,-4673241,0.261549,2702355,0.274407,1
15821900,44255700,7194800,0.00476,0.00003,0.00214,0.00207,0.00642,0.01458,0.14800,0.00606,0.00747,0.01312,0.01818,0.01554,2635600,0.450798,0.653823,-6051233,0.273280,2640798,0.170106,1
17075600,45024700,7903200,0.00555,0.00003,0.00244,0.00261,0.00731,0.01725,0.17500,0.00757,0.00971,0.01652,0.02270,0.01802,2569000,0.486738,0.676023,-4597834,0.372114,2975889,0.282780,1
17828500,44282400,8206300,0.00462,0.00003,0.00157,0.00194,0.00472,0.01279,0.12900,0.00617,0.00744,0.01151,0.01851,0.00856,2502000,0.470422,0.655239,-4913137,0.393056,2816781,0.251972,1
21711600,23348100,9397800,0.00404,0.00002,0.00127,0.00128,0.00381,0.01299,0.12400,0.00679,0.00631,0.01075,0.02038,0.00681,2458100,0.462516,0.582710,-5517173,0.389295,2925862,0.220657,1
12894000,47969700,8825100,0.00581,0.00005,0.00241,0.00314,0.00723,0.02008,0.22100,0.00849,0.01117,0.01734,0.02548,0.02350,2474300,0.487756,0.684130,-6186128,0.279933,2686240,0.152428,1
17682400,21529300,8396100,0.00460,0.00003,0.00209,0.00221,0.00628,0.01169,0.11700,0.00534,0.00630,0.01104,0.01603,0.01161,2716600,0.400088,0.656182,-4711007,0.281618,2655744,0.234809,1
13819000,20352200,8334000,0.00704,0.00005,0.00406,0.00398,0.01218,0.04479,0.44100,0.02587,0.02567,0.03220,0.07761,0.01968,1830500,0.538016,0.741480,-5418787,0.160267,2090438,0.229892,1
18201800,19717300,7918700,0.00842,0.00005,0.00506,0.00449,0.01517,0.02503,0.23100,0.01372,0.01580,0.01931,0.04115,0.01813,1878400,0.589956,0.732903,-5445140,0.142466,2174306,0.215558,1
15623900,19510700,7982000,0.00694,0.00004,0.00403,0.00395,0.01209,0.02343,0.22400,0.01289,0.01420,0.01720,0.03867,0.02020,1919600,0.618663,0.728421,-5944191,0.143359,1929715,0.181988,1
14517400,19810900,8063700,0.00733,0.00005,0.00414,0.00422,0.01242,0.02362,0.23300,0.01235,0.01495,0.01944,0.03706,0.01874,1885700,0.637518,0.735546,-5594275,0.127950,1765957,0.222716,1
13814500,19723800,8111400,0.00544,0.00004,0.00294,0.00327,0.00883,0.02791,0.24600,0.01484,0.01805,0.02259,0.04451,0.01794,1817800,0.623209,0.738245,-5540351,0.087165,1821297,0.214075,1
16688800,19896600,7951200,0.00638,0.00004,0.00368,0.00351,0.01104,0.02857,0.25700,0.01547,0.01859,0.02301,0.04641,0.01796,1833000,0.585169,0.736964,-5825257,0.115697,1996146,0.196535,1
11903100,12753300,10921600,0.00440,0.00004,0.00214,0.00192,0.00641,0.01033,0.09800,0.00538,0.00570,0.00811,0.01614,0.01724,2684200,0.457541,0.699787,-6890021,0.152941,2328513,0.112856,1
12007800,12663200,10566700,0.00270,0.00002,0.00116,0.00135,0.00349,0.01022,0.09000,0.00476,0.00588,0.00903,0.01428,0.00487,2636900,0.491345,0.718839,-5892061,0.195976,2108873,0.183572,1
12028900,12814300,10020900,0.00492,0.00004,0.00269,0.00238,0.00808,0.01412,0.12500,0.00703,0.00820,0.01194,0.02110,0.01610,2394900,0.467160,0.724045,-6135296,0.203630,2539724,0.169923,1
12025600,12530600,10477300,0.00407,0.00003,0.00224,0.00205,0.00671,0.01516,0.13800,0.00721,0.00815,0.01310,0.02164,0.01015,2601700,0.468621,0.735136,-6112667,0.217013,2527742,0.170633,1
11905600,12521300,8679500,0.00346,0.00003,0.00169,0.00170,0.00508,0.01201,0.10600,0.00633,0.00701,0.00915,0.01898,0.00903,2338900,0.470972,0.721308,-5436135,0.254909,2516320,0.232209,1
11874700,12372300,10983600,0.00331,0.00003,0.00168,0.00171,0.00504,0.01043,0.09900,0.00490,0.00621,0.00903,0.01471,0.00504,2561900,0.482296,0.723096,-6448134,0.178713,2034827,0.141422,1
10651600,11277700,9310500,0.00589,0.00006,0.00291,0.00319,0.00873,0.04932,0.44100,0.02683,0.03112,0.03651,0.08050,0.03031,1706000,0.637814,0.744064,-5301321,0.320385,2375138,0.243080,1
11045300,12761100,10555400,0.00494,0.00004,0.00244,0.00315,0.00731,0.04128,0.37900,0.02229,0.02592,0.03316,0.06688,0.02529,1770700,0.653427,0.706687,-5333619,0.322044,2631793,0.228319,1
11340000,13334400,10781600,0.00451,0.00004,0.00219,0.00283,0.00658,0.04879,0.43100,0.02385,0.02973,0.04370,0.07154,0.02278,1901300,0.647900,0.708144,-4378916,0.300067,2445502,0.259451,1
11316600,13027000,10067300,0.00502,0.00004,0.00257,0.00312,0.00772,0.05279,0.47600,0.02896,0.03347,0.04134,0.08689,0.03690,1674700,0.625362,0.708617,-4654894,0.304107,2672362,0.274387,1
11223900,12660900,10409500,0.00472,0.00004,0.00238,0.00290,0.00715,0.05643,0.51700,0.03070,0.03530,0.04451,0.09211,0.02629,1736600,0.640945,0.701404,-5634576,0.306014,2419253,0.209191,1
11615000,13173100,10981500,0.00381,0.00003,0.00181,0.00232,0.00542,0.03026,0.26700,0.01514,0.01812,0.02770,0.04543,0.01827,1880100,0.624811,0.696049,-5866357,0.233070,2445646,0.184985,1
17036800,26879600,7954300,0.00571,0.00003,0.00232,0.00269,0.00696,0.03273,0.28100,0.01713,0.01964,0.02824,0.05139,0.02485,1854000,0.677131,0.685057,-4796845,0.397749,2963799,0.277227,1
20808300,25379200,9180200,0.00757,0.00004,0.00428,0.00428,0.01285,0.06725,0.57100,0.04016,0.04003,0.04464,0.12047,0.04238,1564800,0.606344,0.665945,-5410336,0.288917,2665133,0.231723,1
19845800,21929000,14869100,0.00376,0.00002,0.00182,0.00215,0.00546,0.03527,0.29700,0.02055,0.02076,0.02530,0.06165,0.01728,1870200,0.606273,0.661735,-5585259,0.310746,2465528,0.209863,1
20280500,23150800,8623200,0.00370,0.00002,0.00189,0.00211,0.00568,0.01997,0.18000,0.01117,0.01177,0.01506,0.03350,0.02010,1868700,0.536102,0.632631,-5898673,0.213353,2470746,0.189032,1
20254400,24135000,16416800,0.00254,0.00001,0.00100,0.00133,0.00301,0.02662,0.22800,0.01475,0.01558,0.02006,0.04426,0.01049,2068000,0.497480,0.630409,-6132663,0.220617,2576563,0.159777,1
22336100,26387200,8763800,0.00352,0.00002,0.00169,0.00188,0.00506,0.02536,0.22500,0.01379,0.01478,0.01909,0.04137,0.01493,2036600,0.566849,0.574282,-5456811,0.345238,2840556,0.232861,1
16977400,19175900,15145100,0.01568,0.00009,0.00863,0.00946,0.02589,0.08143,0.82100,0.03804,0.05426,0.08808,0.11411,0.07530,1235900,0.561610,0.793509,-3297668,0.414758,3413649,0.457533,1
18352000,21681400,16134000,0.01466,0.00008,0.00849,0.00819,0.02546,0.06050,0.61800,0.02865,0.04101,0.06359,0.08595,0.06057,1436700,0.478024,0.768974,-4276605,0.355736,3142364,0.336085,1
18862000,21630200,16598200,0.01719,0.00009,0.00996,0.01027,0.02987,0.07118,0.72200,0.03474,0.04580,0.06824,0.10422,0.08069,1229800,0.552870,0.764036,-3377325,0.335357,3274865,0.418646,1
20263200,56574000,17725800,0.01627,0.00008,0.00919,0.00963,0.02756,0.07170,0.83300,0.03515,0.04265,0.06460,0.10546,0.07889,1498900,0.427627,0.775708,-4892495,0.262281,2910213,0.270173,1
18669500,21196100,14944200,0.01872,0.00010,0.01075,0.01154,0.03225,0.05830,0.78400,0.02699,0.03714,0.06259,0.08096,0.10952,1252900,0.507826,0.762726,-4484303,0.340256,2958815,0.301487,1
19281800,22442900,16879300,0.03107,0.00016,0.01800,0.01958,0.05401,0.11908,130.200,0.05647,0.07940,0.13778,0.16942,0.21713,844100,0.625866,0.768320,-2434031,0.450493,3079221,0.527367,1
19811600,23309900,17447800,0.02714,0.00014,0.01568,0.01699,0.04705,0.08684,101.800,0.04284,0.05556,0.08318,0.12851,0.16265,944900,0.584164,0.754449,-2839756,0.356224,3184027,0.454721,1
12134500,13964400,9825000,0.00684,0.00006,0.00388,0.00332,0.01164,0.02534,0.24100,0.01340,0.01399,0.02056,0.04019,0.04179,2152000,0.566867,0.670475,-4865194,0.246404,2013530,0.168581,1
11910000,12844200,8883300,0.00692,0.00006,0.00393,0.00300,0.01179,0.02682,0.23600,0.01484,0.01405,0.02018,0.04451,0.04611,2182400,0.651680,0.659333,-4239028,0.175691,2451130,0.247455,1
11787000,12734900,9565400,0.00647,0.00005,0.00356,0.00300,0.01067,0.03087,0.27600,0.01659,0.01804,0.02402,0.04977,0.02631,2243100,0.628300,0.652025,-3583722,0.207914,2439597,0.206256,1
12233600,14236900,9479400,0.00727,0.00006,0.00415,0.00339,0.01246,0.02293,0.22300,0.01205,0.01289,0.01771,0.03615,0.03191,2295300,0.611679,0.623731,-5435100,0.230532,2699645,0.220546,1
11796300,13420900,10075700,0.01813,0.00015,0.01117,0.00718,0.03351,0.04912,0.43800,0.02610,0.02161,0.02916,0.07830,0.10748,1907500,0.630547,0.646786,-3444478,0.303214,2964568,0.261305,1
12614400,15428400,9754300,0.00975,0.00008,0.00593,0.00454,0.01778,0.02852,0.26600,0.01500,0.01581,0.02157,0.04499,0.03828,2153400,0.635015,0.627337,-5070096,0.280091,2892300,0.249703,1
12793000,13875200,11217300,0.00605,0.00005,0.00321,0.00318,0.00962,0.03235,0.33900,0.01360,0.01650,0.03105,0.04079,0.02663,1965100,0.654945,0.675865,-5498456,0.234196,2103014,0.216638,1
11423800,12439300,7702200,0.00581,0.00005,0.00299,0.00316,0.00896,0.04009,0.40600,0.01579,0.01994,0.04114,0.04736,0.02073,2043700,0.653139,0.694571,-5185987,0.259229,2151121,0.244948,1
11532200,13573800,10780200,0.00619,0.00005,0.00352,0.00329,0.01057,0.03273,0.32500,0.01644,0.01722,0.02931,0.04933,0.02810,1938800,0.577802,0.684373,-5283009,0.226528,2442906,0.238281,1
11455400,12677800,9112100,0.00651,0.00006,0.00366,0.00340,0.01097,0.03658,0.36900,0.01864,0.01940,0.03091,0.05592,0.02707,1895400,0.685151,0.719576,-5529833,0.242750,2408689,0.220520,1
11215000,13166900,9752700,0.00519,0.00005,0.00291,0.00284,0.00873,0.01756,0.15500,0.00967,0.01033,0.01363,0.02902,0.01435,2121900,0.557045,0.673086,-5617124,0.184896,1871871,0.212386,1
10227300,14283000,8590200,0.00907,0.00009,0.00493,0.00461,0.01480,0.02814,0.27200,0.01579,0.01553,0.02073,0.04736,0.03882,1844700,0.671378,0.674562,-2929379,0.396746,2560422,0.367233,1
23620000,24466300,10213700,0.00277,0.00001,0.00154,0.00153,0.00462,0.02448,0.21700,0.01410,0.01426,0.01621,0.04231,0.00620,2407800,0.469928,0.628232,-6816086,0.172270,2235197,0.119652,0
23732300,24370900,22925600,0.00303,0.00001,0.00173,0.00159,0.00519,0.01242,0.11600,0.00696,0.00747,0.00882,0.02089,0.00533,2467900,0.384868,0.626710,-7018057,0.176316,1852402,0.091604,0
26010500,26491900,23730300,0.00339,0.00001,0.00205,0.00186,0.00616,0.02030,0.19700,0.01186,0.01230,0.01367,0.03557,0.00910,2108300,0.440988,0.628058,-7517934,0.160414,1881767,0.075587,0
19756900,21762700,9079400,0.00803,0.00004,0.00490,0.00448,0.01470,0.02177,0.18900,0.01279,0.01272,0.01439,0.03836,0.01337,1926900,0.372222,0.725216,-5736781,0.164529,2882450,0.202879,0
24030100,24513500,21978300,0.00517,0.00002,0.00316,0.00283,0.00949,0.02018,0.21200,0.01176,0.01191,0.01344,0.03529,0.00965,2102000,0.371837,0.646167,-7169701,0.073298,2266432,0.100881,0
24499000,27221000,23917000,0.00451,0.00002,0.00279,0.00237,0.00837,0.01897,0.18100,0.01084,0.01121,0.01255,0.03253,0.01049,2152800,0.522812,0.646818,-7304500,0.171088,2095237,0.096220,0
11254700,13337400,10571500,0.00355,0.00003,0.00166,0.00190,0.00499,0.01358,0.12900,0.00664,0.00786,0.01140,0.01992,0.00435,2643600,0.413295,0.756700,-6323531,0.218885,2193412,0.160376,0
11073900,11359700,10013900,0.00356,0.00003,0.00170,0.00200,0.00510,0.01484,0.13300,0.00754,0.00950,0.01285,0.02261,0.00430,2655000,0.369090,0.776158,-6085567,0.192375,1889002,0.174152,0
11371500,11644300,9691300,0.00349,0.00003,0.00171,0.00203,0.00514,0.01472,0.13300,0.00748,0.00905,0.01148,0.02245,0.00478,2654700,0.380253,0.766700,-5943501,0.192150,1852542,0.179677,0
11700400,14446600,9992300,0.00353,0.00003,0.00176,0.00218,0.00528,0.01657,0.14500,0.00881,0.01062,0.01318,0.02643,0.00590,2544500,0.387482,0.756482,-6012559,0.229298,1872946,0.163118,0
11538000,12310900,10863400,0.00332,0.00003,0.00160,0.00199,0.00480,0.01503,0.13700,0.00812,0.00933,0.01133,0.02436,0.00401,2600500,0.405991,0.761255,-5966779,0.197938,1974857,0.184067,0
11638800,12903800,10897000,0.00346,0.00003,0.00169,0.00213,0.00507,0.01725,0.15500,0.00874,0.01021,0.01331,0.02623,0.00415,2614300,0.361232,0.763242,-6016891,0.109256,2004719,0.174429,0
15173700,19020400,12985900,0.00314,0.00002,0.00135,0.00162,0.00406,0.01469,0.13200,0.00728,0.00886,0.01230,0.02184,0.00570,2415100,0.396610,0.745957,-6486822,0.197919,2449763,0.132703,1
14879000,15835900,13899000,0.00309,0.00002,0.00152,0.00186,0.00456,0.01574,0.14200,0.00839,0.00956,0.01309,0.02518,0.00488,2441200,0.402591,0.762508,-6311987,0.182459,2251553,0.160306,1
14814300,15598200,13504100,0.00392,0.00003,0.00204,0.00231,0.00612,0.01450,0.13100,0.00725,0.00876,0.01263,0.02175,0.00540,2368300,0.398499,0.778349,-5711205,0.240875,2845109,0.192730,1
15044000,16344100,14473600,0.00396,0.00003,0.00206,0.00233,0.00619,0.02551,0.23700,0.01321,0.01574,0.02148,0.03964,0.00611,2313300,0.352396,0.759320,-6261446,0.183218,2264226,0.144105,1
14846200,16107800,14199800,0.00397,0.00003,0.00202,0.00235,0.00605,0.01831,0.16300,0.00950,0.01103,0.01559,0.02849,0.00639,2286600,0.408598,0.768845,-5704053,0.216204,2679185,0.197710,1
14981800,16341700,14478600,0.00336,0.00002,0.00174,0.00198,0.00521,0.02145,0.19800,0.01155,0.01341,0.01666,0.03464,0.00595,2300800,0.329577,0.757180,-6277170,0.109397,2209021,0.156368,1
11722600,12392500,10665600,0.00417,0.00004,0.00186,0.00270,0.00558,0.01909,0.17100,0.00864,0.01223,0.01949,0.02592,0.00955,2307900,0.603515,0.669565,-5619070,0.191576,2027228,0.215724,0
11684800,21755200,9950300,0.00531,0.00005,0.00260,0.00346,0.00780,0.01795,0.16300,0.00810,0.01144,0.01756,0.02429,0.01179,2208500,0.663842,0.656516,-5198864,0.206768,2120412,0.252404,0
11628600,17729100,9698300,0.00314,0.00003,0.00134,0.00192,0.00403,0.01564,0.13600,0.00667,0.00990,0.01691,0.02001,0.00737,2419900,0.598515,0.654331,-5592584,0.133917,2058658,0.214346,0
11655600,59203000,8622800,0.00496,0.00004,0.00254,0.00263,0.00762,0.01660,0.15400,0.00820,0.00972,0.01491,0.02460,0.01397,2395800,0.566424,0.667654,-6431119,0.153310,2161936,0.120605,0
11634200,58128900,9424600,0.00267,0.00002,0.00115,0.00148,0.00345,0.01300,0.11700,0.00631,0.00789,0.01144,0.01892,0.00680,2502300,0.528485,0.663884,-6359018,0.116636,2152083,0.138868,0
11456300,11916700,8664700,0.00327,0.00003,0.00146,0.00184,0.00439,0.01185,0.10600,0.00557,0.00721,0.01095,0.01672,0.00703,2477500,0.555303,0.659132,-6710219,0.149694,1913990,0.121777,0
20177400,26270700,7822800,0.00694,0.00003,0.00412,0.00396,0.01235,0.02574,0.25500,0.01454,0.01582,0.01758,0.04363,0.04441,1936800,0.508479,0.683761,-6934474,0.159890,2316346,0.112838,0
17418800,23097800,9426100,0.00459,0.00003,0.00263,0.00259,0.00790,0.04087,0.40500,0.02336,0.02498,0.02745,0.07008,0.02764,1951700,0.448439,0.657899,-6538586,0.121952,2657476,0.133050,0
20951600,25301700,8948800,0.00564,0.00003,0.00331,0.00292,0.00994,0.02751,0.26300,0.01604,0.01657,0.01879,0.04812,0.01810,1914700,0.431674,0.683244,-6195325,0.129303,2784312,0.168895,0
17468800,24000500,7428700,0.01360,0.00008,0.00624,0.00564,0.01873,0.02308,0.25600,0.01268,0.01365,0.01667,0.03804,0.10715,1788300,0.407567,0.655683,-6787197,0.158453,2679772,0.131728,0
19876400,39696100,7490400,0.00740,0.00004,0.00370,0.00390,0.01109,0.02296,0.24100,0.01265,0.01321,0.01588,0.03794,0.07223,1902000,0.451221,0.643956,-6744577,0.207454,2138608,0.123306,0
21428900,26027700,7797300,0.00567,0.00003,0.00295,0.00317,0.00885,0.01884,0.19000,0.01026,0.01161,0.01373,0.03078,0.04398,2120900,0.462803,0.664357,-5724056,0.190667,2555477,0.148569,0
