@relation 'classificacao_imagem-weka.filters.unsupervised.attribute.Remove-R195-weka.filters.unsupervised.attribute.Remove-R207-weka.filters.unsupervised.attribute.Remove-R219-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute CoefficientVariation numeric
@attribute MedianDeviation numeric
@attribute StandardDeviation numeric
@attribute direction_0 numeric
@attribute direction_1 numeric
@attribute direction_2 numeric
@attribute direction_6 numeric
@attribute direction_7 numeric
@attribute fourier3 numeric
@attribute fourier5 numeric
@attribute fourier7 numeric
@attribute fourier9 numeric
@attribute QCCH0 numeric
@attribute QCCH2 numeric
@attribute QCCH3 numeric
@attribute QCCH5 numeric
@attribute QCCH8 numeric
@attribute QCCH10 numeric
@attribute QCCH14 numeric
@attribute QCCH18 numeric
@attribute QCCH26 numeric
@attribute QCCH33 numeric
@attribute QCCH35 numeric
@attribute QCCH36 numeric
@attribute QCCH38 numeric
@attribute QCCH39 numeric
@attribute HARALICKCorrelation0 numeric
@attribute HARALICKInformationMesuresofCorrelation1-0 numeric
@attribute HARALICKInformationMesuresofCorrelation2-0 numeric
@attribute HARALICKSumVariance45 numeric
@attribute HARALICKDifferenceVariance45 numeric
@attribute HARALICKDifferenceEntropy45 numeric
@attribute HARALICKAngular2ndMoment135 numeric
@attribute HARALICKSumAverage135 numeric
@attribute HARALICKDifferenceVariance135 numeric
@attribute vetor_caracteristica_4 numeric
@attribute vetor_caracteristica_20 numeric
@attribute vetor_caracteristica_21 numeric
@attribute vetor_caracteristica_25 numeric
@attribute vetor_caracteristica_36 numeric
@attribute vetor_caracteristica_40 numeric
@attribute vetor_caracteristica_41 numeric
@attribute vetor_caracteristica_42 numeric
@attribute vetor_caracteristica_46 numeric
@attribute vetor_caracteristica_47 numeric
@attribute vetor_caracteristica_59 numeric
@attribute vetor_caracteristica_62 numeric
@attribute vetor_caracteristica_63 numeric
@attribute vetor_caracteristica_68 numeric
@attribute vetor_caracteristica_80 numeric
@attribute vetor_caracteristica_84 numeric
@attribute vetor_caracteristica_85 numeric
@attribute vetor_caracteristica_105 numeric
@attribute vetor_caracteristica_106 numeric
@attribute vetor_caracteristica_126 numeric
@attribute vetor_caracteristica_127 numeric
@attribute histogram_acc0 numeric
@attribute histogram_acc16 numeric
@attribute histogram_acc21 numeric
@attribute histogram_acc24 numeric
@attribute histogram_acc36 numeric
@attribute histogram_acc37 numeric
@attribute histogram_acc43 numeric
@attribute histogram_acc63 numeric
@attribute classes {Acer-campestre,Acer-monspessulanum,Acer-negundo,Albizia-julibrissin,Alnus-cordata,Arbutus-unedo,Betula-pendula,Broussonetia-papyrifera,Buddleja-davidii,Buxus-sempervirens,Carpinus-betulus,Castanea-sativa,Celtis-australis,Cerasus-mahaleb,Corylus-avellana,Cotinus-coggygria,Crataegus-azarolus,Crataegus-monogyna,Daphne-cneorum,Diospyros-kaki,Euphorbia-characias,Ficus-carica,Fraxinus-angustifolia,Ginkgo-biloba,Hedera-helix,Ilex-aquifolium,Juniperus-oxycedrus,Laurus-nobilis,Nerium-oleander,Olea-europaea,Paliurus-spina-christi,Pistacia-lentiscus,Pistacia-terebinthus,Pittosporum-tenuifolium,Pittosporum-tobira,Platanus-x,Populus-alba,Populus-nigra,Populus-tremula,Prunus-laurocerasus,Punica-granatum,Quercus-coccifera,Quercus-ilex,Quercus-petraea,Quercus-pubescens,Rhamnus-alaternus,Rhus-coriaria,Robinia-pseudoacacia,Ruscus-aculeatus,Syringa-vulgaris,Ulmus-minor,Viburnum-tinus,Vitex-agnus-castus}

@data
0.696799,0.246465,0.289556,727,372,7,5,371,0.099595,0.037,0.015721,0.011296,146908,3456,4212,6468,7966,7533,5745,5648,2358,272,240,423,276,450,0.000115,-0.370254,0.943354,96589,175.361,2.83326,0.015237,721.321,296.6,45983,8666,11954,1763,0,2,1858,1359,432,16,0,502,4018,29577,0,451,692,537,82,5,159667,21602,4,12646,92,0,100,2,163685,Arbutus-unedo
0.513712,0.221922,0.269268,708,346,6,3,344,0.088269,0.042704,0.004151,0.009775,175372,38014,35949,20227,6341,3209,1282,942,585,451,386,544,66,0,0.000114,-0.52447,0.956325,103794,40.9398,1.59447,0.021711,772.434,59.0819,16381,5071,973,1107,183,52,895,1021,384,11,0,550,4082,84363,90,3130,62,47,126,10,244353,22097,227,1035,1194,205,654,7,248435,Arbutus-unedo
0.710949,0.17741,0.222959,1005,431,23,7,455,0.082666,0.018793,0.015496,0.010551,86304,19191,21423,20090,12010,7424,2800,1745,1046,606,250,389,114,72,0.000134,-0.436478,0.978359,82220.1,81.0497,2.76654,0.006628,659.962,143.764,17927,35203,14426,551,14,0,801,2313,293,22,18,548,4653,5054,359,60742,12797,0,170,2,125834,4766,1434,27223,0,14,908,4,130487,Arbutus-unedo
0.578957,0.232112,0.27671,696,289,3,0,287,0.103606,0.036329,0.013457,0.005516,216818,30663,29430,17894,5628,2932,1055,1014,512,450,217,197,8,1,0.000133,-0.568898,0.965713,103502,33.4997,1.40938,0.021489,824.061,48.1041,12026,6725,1628,1341,88,66,1019,1004,394,46,1,472,3946,73679,0,7563,294,467,331,0,271444,11922,3,1922,1087,102,201,2,275390,Arbutus-unedo
0.539252,0.23674,0.276527,705,344,3,5,332,0.078465,0.035823,0.016002,0.01161,130299,38095,34708,22792,8396,4139,1430,1010,557,300,228,462,183,81,0.000115,-0.557992,0.992192,100703,48.453,2.08841,0.002337,752.161,70.6823,17198,6965,1638,844,11,1,900,1416,545,59,1,683,4104,51255,45,7784,336,25,1204,12,229881,46773,117,1974,72,11,71,4,233985,Arbutus-unedo
0.586189,0.243959,0.2874,830,352,2,2,344,0.113098,0.042081,0.024683,0.01623,143353,40269,38765,23814,7633,3526,1419,1433,769,343,259,286,17,0,0.000106,-0.546046,0.986745,101406,45.6015,2.03152,0.006676,723.621,68.8218,23534,5048,1228,1203,182,4,833,1383,634,114,0,618,4282,64468,0,2455,70,2,286,6,225570,55022,47,1298,562,233,304,7,229852,Arbutus-unedo
0.587789,0.187574,0.23179,961,469,18,12,473,0.136159,0.046136,0.00989,0.010317,55872,35770,33946,27979,14748,8759,3492,2206,1135,149,88,60,42,97,0.000127,-0.460602,0.987723,82861.6,53.2163,2.7678,0.002185,644.859,98.1171,34503,47480,11328,781,20,0,2240,2997,337,10,23,750,4751,8894,21,53622,5919,691,601,4,153914,17794,437,17247,0,20,1203,7,158665,Arbutus-unedo
0.678877,0.235908,0.27925,546,271,0,0,263,0.110633,0.032063,0.015142,0.008539,307225,7802,10086,11299,7758,5408,2404,1559,407,262,258,153,14,4,0.00036,-0.526328,0.871819,95215.7,27.0202,0.8692,0.039613,954.629,40.522,20,16249,6281,6559,20,285,3763,1043,113,3,0,492,3777,1,0,22765,2052,987,82,4,348900,22,0,8333,8734,20,669,1,352677,Arbutus-unedo
0.526326,0.237487,0.280586,769,338,4,3,332,0.091256,0.03527,0.020358,0.012701,130495,27144,29726,24358,11959,6864,2689,1625,642,313,261,532,287,526,0.000108,-0.528175,0.987637,101160,67.5314,2.22117,0.004513,727.099,101.014,24457,8387,1790,377,36,141,659,1439,227,89,3,363,4134,34579,12,11048,102,148,239,0,214801,63346,229,1892,394,36,77,27,218935,Arbutus-unedo
0.578006,0.253727,0.292842,645,334,4,2,330,0.105601,0.03582,0.010474,0.004585,192971,33786,31987,17732,5037,2411,833,903,611,343,230,307,46,6,0.000136,-0.538207,0.949697,102719,39.7108,1.3979,0.025168,824.764,54.9634,7963,6104,797,836,72,13,870,811,372,3,4,506,3957,82440,219,11096,24,49,9,0,257329,2316,351,821,1096,108,285,1,261286,Arbutus-unedo
0.666342,0.246174,0.281817,688,402,7,2,404,0.089241,0.036617,0.017724,0.006628,160112,34777,33473,18284,5204,2389,1102,1011,622,488,219,227,34,16,0.000113,-0.500535,0.955065,101839,41.7545,1.73354,0.019157,753.007,60.9863,14770,4552,1512,1403,56,5,901,1223,447,43,3,532,4107,92778,288,3345,287,13,197,4,212678,12461,474,1799,378,58,299,4,216785,Arbutus-unedo
0.61481,0.207881,0.240168,731,367,7,4,365,0.097227,0.039163,0.023698,0.01506,169672,18309,19389,14773,6279,3432,1249,880,671,340,291,590,284,154,0.000116,-0.49063,0.962214,100552,71.4679,1.96044,0.019078,752.505,101.084,15620,9544,2748,602,20,2,881,1409,87,92,21,402,4090,59938,750,8571,732,42,229,5,184752,18288,1297,3480,152,20,487,21,188842,Arbutus-unedo
0.653113,0.239542,0.280857,736,329,1,2,319,0.120686,0.03493,0.012427,0.005712,164533,24970,25693,16722,6089,3010,965,875,615,311,225,416,220,70,0.000116,-0.513419,0.954286,104044,57.1741,1.64819,0.022588,781.159,78.4771,11854,4878,881,687,232,1,684,928,276,42,0,391,3864,73484,0,3608,11,3,34,0,209326,14926,41,892,354,563,249,3,213190,Arbutus-unedo
0.623777,0.239302,0.281566,716,337,8,4,337,0.104421,0.03111,0.013604,0.006802,138956,31401,30587,17811,5404,2637,917,913,603,478,395,615,137,28,0.000107,-0.517829,0.972623,101310,58.3775,1.90029,0.013878,727.402,81.713,18156,5604,1558,731,130,23,684,1045,343,27,2,485,3915,64607,0,4276,166,92,95,8,184544,32366,7,1724,423,158,599,8,188459,Arbutus-unedo
0.672736,0.2645,0.299171,674,385,2,6,369,0.092664,0.025517,0.01244,0.006112,97602,28842,25758,19754,9671,5656,1967,1459,885,390,274,370,246,434,0.000103,-0.524049,0.990558,103390,80.2711,2.34561,0.001772,726.059,115.926,16818,6857,2934,307,3,1,457,1617,209,122,0,216,3990,9893,3,3820,454,75,341,2,193941,79233,94,3388,37,3,63,42,197931,Arbutus-unedo
0.653969,0.274522,0.312822,522,287,0,1,277,0.101997,0.034011,0.016711,0.008237,289171,7840,8342,9099,8130,6454,3186,2141,757,182,122,309,66,99,0.000363,-0.550281,0.939537,94326.3,42.7308,1.25568,0.029278,950.17,62.0691,2,17074,4506,8236,0,161,5921,1559,102,28,6,441,3785,0,0,23879,415,1412,84,0,341964,3,0,4921,7017,0,209,1,345749,Arbutus-unedo
0.649577,0.226525,0.263499,779,357,5,5,349,0.088931,0.030273,0.016087,0.010166,166609,22382,25964,21721,10583,6095,2341,1605,614,353,400,801,270,78,0.000104,-0.502869,0.968002,106261,66.583,1.94767,0.012861,751.953,95.7081,15479,4828,2763,390,1,0,409,1349,213,94,1,340,4179,8834,3,3097,371,20,118,5,229494,95728,130,3134,3,1,43,29,233673,Arbutus-unedo
0.635546,0.261862,0.296415,21,14,1,1,9,0.100172,0.031116,0.018919,0.011687,117588,17277,17960,12350,4707,2729,1062,506,474,397,362,612,364,113,0.000108,-0.47825,0.96371,95514.6,83.9235,2.09071,0.014256,684.344,118.367,27997,12163,968,389,9,30,1076,583,175,0,0,857,3711,25404,0,10387,64,713,0,19,120852,31280,0,1032,736,9,58,0,124563,Arbutus-unedo
0.736458,0.255582,0.297311,684,326,2,1,320,0.105025,0.03173,0.016365,0.006972,226277,23774,25855,19045,7663,4049,1503,1189,475,241,272,552,236,110,0.000133,-0.531405,0.928409,107836,45.5435,1.25793,0.03046,854.355,61.1236,17828,3643,1108,696,0,121,550,1002,322,107,0,355,3960,40144,0,1528,50,311,108,0,297319,32214,0,1158,742,0,0,7,301279,Arbutus-unedo
0.755359,0.263778,0.304017,691,330,2,0,326,0.093668,0.035488,0.015918,0.006957,181941,19861,21504,16251,7400,4453,1600,946,592,428,276,510,57,2,0.000125,-0.508991,0.942945,105254,51.015,1.54249,0.025736,816.607,69.2333,10600,4171,821,750,259,22,532,917,342,29,1,347,3830,69256,65,2592,56,6,7,0,232382,10939,187,877,1160,443,264,3,236212,Arbutus-unedo
0.675225,0.261813,0.30001,628,381,0,0,373,0.091486,0.031225,0.016589,0.007419,165543,32395,32468,21804,8047,4132,1417,1010,542,205,253,361,288,155,0.000127,-0.545661,0.969159,102264,47.6609,1.62594,0.018661,800.812,66.7112,8799,6772,931,720,173,157,600,1205,417,138,0,350,3969,90369,0,7070,57,189,289,0,245897,5192,0,988,1366,340,161,8,249866,Arbutus-unedo
0.536255,0.245435,0.286176,763,341,3,3,333,0.112807,0.038844,0.016083,0.006554,152527,53719,41049,20029,6264,3296,1462,1076,647,278,213,186,0,0,0.000131,-0.558831,0.992028,96344.7,30.5341,1.95118,0.001716,765.732,45.7093,13869,7619,1383,1263,155,4,1019,1637,737,206,1,694,4247,97623,0,12923,539,69,1862,11,268295,12674,1,1922,525,194,333,25,272542,Arbutus-unedo
0.659432,0.248286,0.289002,784,346,1,2,336,0.097473,0.031176,0.009968,0.002311,153782,26689,29288,22355,9250,4992,1571,947,480,497,329,622,104,2,0.000114,-0.499252,0.956863,103022,52.5965,1.78144,0.020553,764.229,73.1761,11719,4604,982,678,157,199,675,1075,366,70,0,491,3984,89938,0,4414,54,248,30,2,219909,13850,0,1036,1214,274,189,7,223893,Arbutus-unedo
0.667103,0.211879,0.250521,897,511,16,10,515,0.093933,0.026903,0.007705,0.000424,54238,24921,28991,25550,13067,7335,2479,1636,1094,724,495,569,119,114,0.000148,-0.42385,0.977531,74974,82.9479,2.80305,0.004247,633.652,139.329,2666,21020,12873,758,0,0,969,2005,289,2,18,590,4623,525,391,121925,6355,1,67,0,110683,852,1364,19228,3,0,770,2,115306,Arbutus-unedo
0.62523,0.251757,0.29326,677,385,1,0,379,0.103341,0.03472,0.011357,0.006476,140310,34866,33772,21186,6873,3116,1189,918,571,367,278,478,35,0,0.000118,-0.537935,0.972924,99946.8,47.1107,1.7584,0.018063,754.579,67.7318,14162,9960,1426,691,251,30,645,1149,427,42,1,366,3969,60940,39,22719,179,90,82,0,206559,21895,143,1605,510,340,557,6,210528,Arbutus-unedo
0.600113,0.224319,0.263886,699,362,2,6,346,0.080982,0.031108,0.020616,0.010356,172798,24618,27773,22545,9983,5315,1952,1540,649,456,404,608,124,61,0.000113,-0.522927,0.966959,104931,53.3825,1.77835,0.015176,774.98,79.0857,21714,7036,1950,562,0,0,642,1320,246,30,1,367,4066,37335,111,3288,253,1,376,0,240992,54983,682,2203,13,0,79,19,245058,Arbutus-unedo
0.757945,0.257772,0.300352,573,300,1,0,294,0.10411,0.03495,0.019238,0.010589,255409,11074,13481,13827,8961,5848,2212,1055,355,291,74,32,0,0,0.000335,-0.526813,0.887568,95027.6,28.1338,0.969039,0.037585,945.814,39.359,0,11104,12998,5649,0,5,3590,1286,122,4,0,469,3775,0,0,25946,6461,1452,88,1,315312,0,0,19459,396,0,382,0,319087,Arbutus-unedo
0.805385,0.411766,0.42416,715,371,8,2,367,0.132798,0.022684,0.013378,0.013886,134154,7202,9632,13287,12859,11003,6305,5156,1734,313,224,224,58,42,0.000119,-0.407728,0.954624,96409,104.012,2.63143,0.015723,734.084,185.131,44953,12137,18498,1623,4,18,1414,1993,443,27,1,425,4009,26718,0,932,5476,1423,106,2,183278,21401,4,23974,267,4,23,0,187287,Arbutus-unedo
0.535854,0.244537,0.287077,771,316,3,1,312,0.110664,0.031382,0.015959,0.007952,145152,42263,36408,19860,6275,2854,991,945,562,307,281,393,118,48,0.000111,-0.579345,0.992953,100472,42.1875,1.96484,0.003307,735.578,61.134,17861,11051,1537,758,99,6,833,1403,521,18,2,647,4102,50277,258,11351,242,24,632,19,226469,50464,446,1779,126,105,212,12,230571,Arbutus-unedo
0.635367,0.226354,0.268766,736,365,12,4,373,0.086438,0.029874,0.013983,0.007555,164089,28802,30779,21155,7640,3932,1495,1269,966,354,303,608,353,198,0.000103,-0.527824,0.979382,105345,65.7766,1.98262,0.008666,741.069,96.0523,12852,4255,2460,464,0,1,464,1468,241,102,1,350,4305,7029,0,1730,238,14,208,0,222615,104136,119,2698,32,0,31,22,226920,Arbutus-unedo
0.654067,0.251798,0.290236,702,377,9,1,385,0.084119,0.026361,0.014733,0.008989,157894,24524,26322,18573,6411,3006,924,765,588,378,389,784,196,70,0.000124,-0.473969,0.942689,101242,70.5185,1.76327,0.021365,783.803,96.147,5594,4634,866,722,17,1,618,1042,195,38,18,321,3995,95377,866,2518,22,4,55,0,204897,1676,1249,888,633,17,143,7,208892,Arbutus-unedo
0.555326,0.138785,0.189673,984,546,17,6,560,0.000402,0.034082,0.010326,0.009564,304072,3112,1960,1480,1431,1838,2925,8521,17228,2405,1335,1728,778,1339,0.00015,-0.298634,0.88652,96777.8,804.704,2.87367,0.023093,830.668,1324.67,2581,43263,61070,865,65,0,14629,7281,47,0,0,1599,5489,0,0,813,4006,76,7,2,325110,27625,1195,65076,0,65,2612,0,330599,Betula-pendula
0.522398,0.172619,0.211317,598,246,12,0,262,0.073659,0.071709,0.017002,0.012279,293066,4000,5443,7019,7335,5742,3613,2837,1291,265,226,350,25,2,0.00034,-0.481966,0.820527,97730.2,48.1154,0.788014,0.043749,964.091,68.6346,4044,13538,7331,3158,6,41,1902,679,185,0,0,699,3883,714,0,20149,2036,396,27,1,342582,92,0,9367,285,6,132,0,346465,Betula-pendula
0.831768,0.145141,0.201293,617,443,13,4,453,0.118114,0.045875,0.021635,0.008101,225429,2110,1587,1308,1572,1876,2633,7305,12741,2467,1437,2215,910,1474,0.000191,-0.359451,0.87416,99962.8,561.521,2.03457,0.031754,903.663,847.578,1632,24093,27502,555,70,0,8109,4205,40,0,0,1470,4607,0,0,876,1776,94,150,26,292575,15539,753,29278,0,70,1573,0,297182,Betula-pendula
0.65299,0.223597,0.250168,849,464,25,13,480,0.002212,0.028781,0.021399,0.018001,292035,2535,2024,1617,2049,2341,3212,8136,14511,3680,2236,3093,1071,1738,0.000176,-0.324203,0.886323,96782.4,760.584,2.54316,0.026622,869.145,1200.1,1693,37995,47377,807,51,1,16160,8447,86,0,0,3309,5894,0,0,1059,3606,181,190,27,336932,16340,1400,50983,0,51,3459,0,342826,Betula-pendula
0.859414,0.433966,0.438054,979,327,30,12,355,0.516811,0.447318,0.503869,0.432013,198914,1954,1490,1039,741,709,1027,3610,14042,4703,2789,3990,1395,1652,0.000185,-0.334413,0.868731,98890.1,1105.66,2.26079,0.03068,903.145,1699.44,2054,21427,20204,1251,69,0,11661,5355,139,0,0,2416,5099,0,0,341,149,78,4,2,262215,15473,763,20353,0,69,2255,0,267314,Betula-pendula
0.84714,0.159553,0.208069,732,472,11,5,479,0.072293,0.049371,0.015954,0.026277,348184,1855,1567,1126,1110,1299,1986,5381,12079,2319,1263,1650,640,1270,0.000183,-0.337313,0.851006,100360,797.738,2.00269,0.033683,902.577,1205.49,2900,23887,36982,1144,353,5,10191,5784,76,0,0,1997,5209,1,0,322,2659,139,20,138,367974,22764,562,39641,1,365,2227,0,373183,Betula-pendula
0.426393,0.113065,0.169262,753,417,23,2,451,0.026795,0.028165,0.014838,0.013423,299225,2709,2056,1466,1091,1214,1815,5237,15326,3820,2334,2886,1062,1465,0.000158,-0.331222,0.884069,100109,884.292,2.46066,0.028122,868.959,1386.06,1636,25123,43304,706,113,4,10858,7215,37,0,2,1977,5297,0,0,152,1850,87,184,28,336107,31745,1265,45154,0,115,2231,0,341404,Betula-pendula
1.11103,0.354605,0.393235,601,286,17,4,308,0.735704,0.377337,0.345528,0.232369,308020,2195,1890,1921,2738,3395,4243,8857,10720,1469,849,1214,438,821,0.000171,-0.340156,0.900241,96734.1,529.156,2.52481,0.025453,857.667,829.237,3668,38825,46841,1298,34,0,17210,5270,62,0,1,2183,5065,3,1,2095,7130,516,297,36,322160,17066,501,53971,0,34,2235,0,327225,Betula-pendula
0.535411,0.171113,0.213395,1012,388,7,4,386,0.115772,0.077939,0.013383,0.0085,216224,1947,1793,1698,2691,3690,5147,12226,15085,1679,849,1255,583,1307,0.000165,-0.321133,0.877524,97742.1,593.41,2.46017,0.027137,857.742,928.268,4637,36715,43403,1599,50,4,10461,3550,45,0,1,972,4797,0,0,1434,5701,72,33,4,291794,15924,424,49104,0,50,1745,0,296591,Betula-pendula
0.544602,0.168158,0.208122,841,386,26,11,411,0.087424,0.095073,0.036093,0.009702,248827,1641,1402,1164,1303,1632,2656,7774,14846,2356,1297,1728,669,1252,0.000183,-0.333948,0.875958,97778.6,717.62,2.32017,0.029195,884.095,1122.09,2653,34325,35240,1752,47,4,13506,4980,107,0,0,2179,4927,0,0,1098,1801,142,27,35,301473,13027,479,37041,0,47,1451,0,306400,Betula-pendula
0.51417,0.141497,0.190365,829,488,23,9,511,0.044351,0.066005,0.05446,0.024407,230246,2162,1849,1455,1823,2186,3436,9633,19330,2892,1441,1723,603,1259,0.000151,-0.29838,0.881794,96618.3,883.69,2.82063,0.024083,833.859,1448.76,4968,41664,52639,1832,21,13,11477,6966,226,0,0,2103,5313,0,1,734,3992,240,11,17,292581,21567,322,56631,0,21,752,0,297894,Betula-pendula
0.631217,0.212562,0.250583,925,425,4,2,421,0.105591,0.058231,0.021554,0.010057,181044,25536,29530,24747,11687,5931,1680,788,743,356,269,515,122,9,0.000136,-0.511079,0.955636,97754.4,47.9789,1.70096,0.021881,790.598,72.0365,23356,26091,2858,1358,196,230,1799,970,342,0,0,1204,4475,25223,4,58793,632,434,15,23,243888,1519,28,3490,291,219,244,0,248363,Betula-pendula
0.43297,0.188071,0.231519,1162,447,10,3,453,0.015677,0.096361,0.048601,0.017902,275619,2207,1715,1304,1428,1833,2770,8439,19487,3882,2228,3084,1018,1632,0.000152,-0.299016,0.887521,95999.1,954.614,2.89052,0.023544,834.297,1568.3,3762,48628,52594,1921,112,0,16721,8128,133,0,0,2367,5820,2,0,1156,1736,104,87,12,319580,23471,1593,54330,0,112,2982,0,325400,Betula-pendula
0.874372,0.165196,0.210299,801,469,17,8,482,0.128276,0.036061,0.006514,0.010444,407177,2579,1899,1207,1066,1184,1652,5051,12726,2713,1490,2135,833,1462,0.000169,-0.344656,0.855785,102530,748.169,1.98498,0.033396,898.411,1145.35,3203,23448,38590,754,85,4,7447,5757,32,0,1,1569,5615,0,0,168,1647,59,70,9,423698,37529,908,40237,0,85,2131,0,429313,Betula-pendula
0.55565,0.175867,0.210281,897,440,18,8,452,0.126946,0.072601,0.02493,0.017037,189190,2204,1708,1377,1798,2276,3605,10453,18051,2035,1110,1636,846,1585,0.000138,-0.313774,0.886873,100128,790.693,2.71005,0.024754,830.709,1267.09,2423,28863,44764,358,82,0,5786,4154,21,0,0,875,4817,0,0,292,2165,59,17,2,266631,33006,1186,46929,0,82,1531,0,271448,Betula-pendula
0.580902,0.210007,0.241373,897,475,20,7,493,0.08376,0.066425,0.012139,0.009876,259014,2379,1841,1453,1680,2096,3299,8799,17903,2614,1489,1958,733,1445,0.000157,-0.313388,0.878081,98371.8,774.359,2.56934,0.026649,853.411,1244.52,1470,30725,52649,594,133,0,11037,6674,31,0,2,1150,5151,0,0,277,4347,91,24,4,316190,24583,1735,56996,0,133,3099,0,321341,Betula-pendula
0.66102,0.309414,0.333676,810,479,24,13,488,0.046749,0.089283,0.061839,0.017191,325968,2710,1967,1496,1462,1703,2572,7474,16155,2966,1762,2521,896,1663,0.000167,-0.312842,0.881286,96813.3,791.891,2.61631,0.026143,859.519,1266.42,3518,39512,55256,2687,61,11,17428,7440,143,0,0,2717,5670,0,0,609,3232,268,43,19,350004,20268,687,58488,3,61,2161,0,355674,Betula-pendula
0.797312,0.16151,0.208105,874,368,16,3,386,0.150889,0.057442,0.010601,0.012714,196229,2267,1780,1371,1340,1822,2717,7852,15141,1801,956,1474,618,1256,0.000173,-0.329329,0.867505,99191.3,731.063,2.29437,0.029636,882.102,1124.2,2000,25402,35086,869,47,0,8123,3496,34,0,0,1342,4566,0,0,429,2200,57,2,27,266577,15818,347,37286,0,47,989,0,271143,Betula-pendula
0.75637,0.296738,0.325313,126,40,3,0,38,0.068755,0.01036,0.007378,0.017232,230323,10543,14435,18994,16022,12387,5985,3052,573,362,332,692,419,489,0.000119,-0.426748,0.933875,99845.6,80.4238,2.08853,0.020834,757.326,130.188,59814,38815,2926,783,29,191,1238,661,200,0,0,689,4760,34254,0,14610,541,310,0,0,265876,18653,0,3467,182,29,22,0,270636,Betula-pendula
0.659816,0.208844,0.256709,860,344,17,8,354,0.063038,0.078375,0.042456,0.014081,230351,6415,8324,11891,12161,10404,6149,5011,1425,267,253,598,483,1135,0.000157,-0.492883,0.955277,101743,109.672,1.84492,0.021397,860.619,172.157,11,31379,21516,21,4,1,937,1039,22,0,0,340,4487,0,989,7004,7370,70,17,0,301073,14773,21209,28886,0,4,1358,0,305560,Betula-pendula
0.75669,0.247561,0.280683,1001,503,3,1,499,0.026506,0.002024,0.005248,0.00167,165005,21178,25270,27741,18126,11513,3730,1684,1092,276,235,274,6,0,0.000126,-0.569083,0.992663,94909.8,43.3879,2.16475,0.002034,740.714,73.5843,48024,29155,4613,662,78,10,1876,1759,191,0,0,1236,4812,11019,16,13399,1762,1298,96,10,260786,52043,84,6375,30,118,473,0,265598,Betula-pendula
0.794373,0.162965,0.207694,777,408,18,3,430,0.109014,0.058584,0.022508,0.014578,209844,1981,1761,1144,993,1175,1999,6601,17782,2380,1196,1563,826,1547,0.000168,-0.335461,0.863414,100873,747.521,2.17104,0.031278,886.55,1156.6,1870,20101,34484,641,88,0,6521,4053,37,0,1,951,4658,0,0,91,1372,42,24,3,284767,22457,505,35856,0,88,1411,0,289425,Betula-pendula
0.694862,0.187199,0.219612,799,452,20,5,474,0.099644,0.038254,0.001266,0.005102,306039,2094,1596,1294,1072,1231,1793,5638,16094,3241,1781,2271,742,1209,0.000168,-0.327345,0.868226,99672.2,850.905,2.30653,0.030103,880.409,1337.53,2607,33061,38321,1057,168,2,11456,5717,91,0,1,1806,5155,0,0,517,1048,82,44,8,346014,25127,942,39369,2,168,2210,0,351169,Betula-pendula
0.820397,0.166916,0.212025,857,391,12,5,397,0.155845,0.057254,0.003446,0.014297,314738,2575,1931,1241,1065,1181,1921,5778,13209,2003,1172,1542,741,1735,0.000173,-0.341968,0.85296,101883,674.367,1.98657,0.033354,897.505,1029.17,2837,22123,36269,643,62,1,6214,4212,29,0,2,1064,4983,0,0,121,1536,18,13,2,351749,27600,697,37805,0,62,1395,0,356732,Betula-pendula
0.590318,0.1371,0.192748,874,402,20,4,426,0.080601,0.072407,0.040646,0.019323,196070,2167,1751,1656,2175,2796,4176,10114,12316,1232,749,1088,593,1144,0.00017,-0.331427,0.872184,99246.1,607.231,2.31001,0.028882,875.355,928.502,4409,32944,30802,1356,52,5,7226,2406,60,0,1,1275,4616,4,0,1543,1831,121,4,16,264406,14135,196,32633,0,52,793,1,269022,Betula-pendula
0.569594,0.140602,0.184465,908,358,20,6,381,0.127348,0.058592,0.021728,0.011258,199290,2132,1707,1223,962,983,1541,5361,17400,3542,1911,2532,1207,2351,0.000169,-0.328575,0.864016,100538,889.1,2.25315,0.030532,887.891,1382.48,1942,21477,29067,676,142,2,7738,5146,85,0,2,1320,4752,0,0,235,766,51,5,7,278880,21934,810,29833,0,142,1870,0,283632,Betula-pendula
0.551858,0.145567,0.193335,915,439,3,1,435,0.065001,0.062167,0.037474,0.021352,207135,24997,28078,23355,10422,5424,1356,688,686,368,332,459,56,7,0.000134,-0.514149,0.952416,98784.5,47.1521,1.64247,0.022645,791.441,70.0113,26172,28193,3312,1238,23,35,1595,949,239,0,0,983,4516,20956,0,58430,910,110,4,4,254670,4320,1,4222,128,23,91,0,259186,Betula-pendula
0.492433,0.152247,0.190863,1114,385,4,0,385,0.076748,0.103062,0.036013,0.004777,149313,17095,20086,22116,14287,9072,3441,1787,1027,109,21,8,0,0,0.000145,-0.539255,0.9893,90393.1,46.1167,2.25201,0.002952,754.678,78.058,30913,30342,744,952,306,129,2348,1121,319,0,0,1880,4521,24568,39,46504,25,269,27,28,217534,2031,121,769,788,412,645,0,222055,Betula-pendula
