@relation 'classificacao_imagem-weka.filters.unsupervised.attribute.Remove-R56,69,82-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute QCCH0 numeric
@attribute QCCH2 numeric
@attribute QCCH3 numeric
@attribute QCCH4 numeric
@attribute QCCH7 numeric
@attribute QCCH10 numeric
@attribute QCCH14 numeric
@attribute QCCH18 numeric
@attribute QCCH26 numeric
@attribute QCCH31 numeric
@attribute QCCH33 numeric
@attribute QCCH35 numeric
@attribute QCCH36 numeric
@attribute QCCH37 numeric
@attribute QCCH38 numeric
@attribute QCCH39 numeric
@attribute HARALICKAngular2ndMoment0 numeric
@attribute HARALICKInverseDiff.Moment0 numeric
@attribute HARALICKSumAverage0 numeric
@attribute HARALICKInformationMesuresofCorrelation10 numeric
@attribute HARALICKInformationMesuresofCorrelation20 numeric
@attribute HARALICKSumVariance45 numeric
@attribute HARALICKContrast135 numeric
@attribute HARALICKSumVariance135 numeric
@attribute HARALICKDifferenceVariance135 numeric
@attribute vetor_caracteristica_4 numeric
@attribute vetor_caracteristica_20 numeric
@attribute vetor_caracteristica_21 numeric
@attribute vetor_caracteristica_25 numeric
@attribute vetor_caracteristica_36 numeric
@attribute vetor_caracteristica_37 numeric
@attribute vetor_caracteristica_40 numeric
@attribute vetor_caracteristica_41 numeric
@attribute vetor_caracteristica_42 numeric
@attribute vetor_caracteristica_45 numeric
@attribute vetor_caracteristica_58 numeric
@attribute vetor_caracteristica_59 numeric
@attribute vetor_caracteristica_62 numeric
@attribute vetor_caracteristica_63 numeric
@attribute vetor_caracteristica_68 numeric
@attribute vetor_caracteristica_80 numeric
@attribute vetor_caracteristica_84 numeric
@attribute vetor_caracteristica_85 numeric
@attribute vetor_caracteristica_104 numeric
@attribute vetor_caracteristica_105 numeric
@attribute vetor_caracteristica_106 numeric
@attribute vetor_caracteristica_126 numeric
@attribute vetor_caracteristica_127 numeric
@attribute histogram_acc0 numeric
@attribute histogram_acc16 numeric
@attribute histogram_acc26 numeric
@attribute histogram_acc43 numeric
@attribute histogram_acc46 numeric
@attribute histogram_acc63 numeric
@attribute classes {Acer-campestre,Acer-monspessulanum,Acer-negundo,Albizia-julibrissin,Alnus-cordata,Arbutus-unedo,Betula-pendula,Broussonetia-papyrifera,Buddleja-davidii,Buxus-sempervirens,Carpinus-betulus,Castanea-sativa,Celtis-australis,Cerasus-mahaleb,Corylus-avellana,Cotinus-coggygria,Crataegus-azarolus,Crataegus-monogyna,Daphne-cneorum,Diospyros-kaki,Euphorbia-characias,Ficus-carica,Fraxinus-angustifolia,Ginkgo-biloba,Hedera-helix,Ilex-aquifolium,Juniperus-oxycedrus,Laurus-nobilis,Nerium-oleander,Olea-europaea,Paliurus-spina-christi,Pistacia-lentiscus,Pistacia-terebinthus,Pittosporum-tenuifolium,Pittosporum-tobira,Platanus-x,Populus-alba,Populus-nigra,Populus-tremula,Prunus-laurocerasus,Punica-granatum,Quercus-coccifera,Quercus-ilex,Quercus-petraea,Quercus-pubescens,Rhamnus-alaternus,Rhus-coriaria,Robinia-pseudoacacia,Ruscus-aculeatus,Syringa-vulgaris,Ulmus-minor,Viburnum-tinus,Vitex-agnus-castus}

@data
207879,35305,38952,35393,18138,8122,3318,2190,981,528,475,345,663,414,238,125,0.239419,0.645459,334.165,-0.460903,0.958477,92964.5,89.546,343812,91.7413,54047,40531,1108,1102,0,26,6,1612,1016,3,30,0,1285,5112,86063,0,39267,15,0,22,1,6,252392,7329,30,0,0,452,257504,Corylus-avellana
176597,5537,8688,11520,17031,16375,11577,11286,4850,1321,955,669,932,757,535,826,0.103486,0.513793,328.586,-0.387857,0.969643,89264.5,352.197,331597,366.242,71260,63533,8519,3221,0,6,4,1013,1406,16,9,15,420,5313,31041,0,28650,191,0,50,30,0,230057,24031,3,4,17,263,235370,Corylus-avellana
164478,50448,44933,34515,13470,5921,2183,1113,545,548,548,479,596,249,32,1,0.048837,0.617304,330.115,-0.504118,0.983615,78312.8,81.3345,318315,83.3892,1379,10952,1224,2612,2,15,17,1583,876,6,12,0,947,4930,2,0,226057,15,0,28,2,3,194257,0,0,0,0,498,199187,Corylus-avellana
179824,32525,34976,31941,16152,7286,2839,2019,1081,576,376,246,248,48,6,0,0.072916,0.562269,342.615,-0.468221,0.981305,81315.9,80.7066,338675,83.4501,6227,19092,898,3107,0,32,27,2612,1102,91,30,0,1405,4899,1535,0,183084,53,0,254,8,7,204832,7,0,0,1,761,209731,Corylus-avellana
176188,27541,34292,35323,23775,11874,4446,2717,1256,667,516,487,673,446,204,68,0.08642,0.534655,328.968,-0.429594,0.974634,82302.2,121.434,322387,125.68,27061,46797,2342,2831,2,27,11,1827,943,21,12,0,1150,5246,11094,0,162531,57,0,41,8,3,220186,261,4,1,0,463,225432,Corylus-avellana
234409,17656,25434,30521,30186,19131,8414,5421,2396,603,433,346,555,515,456,1294,0.151337,0.479868,320.42,-0.288373,0.915971,79473,324.157,307739,335.513,12016,81729,34986,1985,0,91,2,1944,1720,0,87,0,955,6305,388,0,189714,2755,0,12,46,1,249660,5758,35,0,0,123,255965,Corylus-avellana
262224,42260,45507,40704,19106,8149,3338,2528,1106,683,478,314,372,142,21,5,0.200406,0.62104,329.043,-0.450718,0.961217,86276.5,75.2199,327952,77.4821,61937,67921,261,1559,0,45,9,2232,767,76,74,0,1941,5789,55503,0,103590,0,0,85,3,24,271942,268,4,0,0,720,277731,Corylus-avellana
200993,25491,29397,30418,22417,12305,5272,3280,1153,535,388,396,584,431,261,178,0.098462,0.573417,318.239,-0.471573,0.981143,98392.2,111.109,331364,114.722,51328,5173,1060,848,3,23,67,1226,1737,31,17,0,991,5046,61994,0,1775,57,3,22,418,8,261455,109539,2,33,19,621,266501,Corylus-avellana
200677,56480,52487,40830,13860,5582,2464,2178,842,589,477,377,536,325,152,23,0.198294,0.652078,323.461,-0.498813,0.972867,87041.1,71.5762,322034,73.2134,41040,42810,638,1051,41,35,239,1771,723,12,24,0,1315,5108,70531,0,106431,7,21,46,0,0,242840,3543,0,0,0,464,247948,Corylus-avellana
127534,28841,29487,25790,12120,4898,1794,1240,744,316,281,284,566,670,543,848,0.380842,0.731947,397.148,-0.445977,0.919207,98128.6,125.642,439747,127.407,26993,27958,386,344,2,13,378,1088,535,35,6,0,562,4129,31617,0,17350,0,17,64,1,0,220251,58,3,4,1,235,224380,Cotinus-coggygria
268390,34490,29029,23143,10470,4947,2397,2169,720,279,254,282,405,465,408,1265,0.316433,0.721393,364.597,-0.479127,0.94851,103490,117.551,399349,119.238,18324,6351,473,318,124,133,3,434,670,3,25,1,526,4585,142179,121,1367,4,0,0,32,4,304717,9058,315,3,0,360,309302,Cotinus-coggygria
180059,20002,25097,27205,20649,10658,4330,3245,1308,330,247,226,489,456,554,1745,0.311401,0.653834,348.008,-0.393108,0.921316,103936,168.169,377262,171.661,53063,6336,866,285,76,109,34,338,752,0,53,5,309,4479,59995,262,1106,2,0,0,6,0,258026,51365,904,0,20,137,262505,Cotinus-coggygria
194926,24415,27642,27289,17344,8455,3397,2671,971,236,256,229,467,435,559,1407,0.327091,0.678634,362.651,-0.411442,0.922327,101256,144.692,393558,147.345,28009,12292,1432,364,122,172,25,385,724,0,23,1,319,4430,113157,255,2175,7,0,3,4,0,266059,8443,792,3,7,154,270489,Cotinus-coggygria
220421,21666,22360,20298,11140,5159,2336,1706,585,243,193,171,327,319,332,883,0.390553,0.73241,379.584,-0.460901,0.929739,104878,122.588,422801,124.413,15090,4613,574,428,143,97,12,388,616,0,17,5,355,4030,101489,65,1347,1,0,1,3,1,261575,6776,221,3,1,282,265605,Cotinus-coggygria
113140,18473,23465,25393,18440,9728,3450,2638,2122,429,343,247,393,382,367,1407,0.332058,0.671382,356.304,-0.407688,0.924335,107928,197.648,394123,201.37,23548,4936,693,315,182,32,313,804,699,5,8,0,331,4142,6089,27,558,0,14,15,0,0,217214,90792,136,1,3,180,221356,Cotinus-coggygria
204666,27820,29681,28015,16018,7634,2920,2075,663,248,224,174,367,352,370,1297,0.302042,0.678197,348.819,-0.434461,0.936858,105504,132.209,380521,134.532,42832,3938,893,177,40,156,2,324,924,0,37,8,338,4396,36870,710,353,6,0,0,58,0,264517,84423,1854,4,5,165,268913,Cotinus-coggygria
154643,18118,23577,25935,21553,12181,5001,3271,1489,250,236,217,412,447,480,1610,0.319501,0.653429,354.468,-0.381456,0.914578,102653,176.769,384224,180.753,33822,6052,604,430,289,161,41,573,646,1,20,0,344,4303,105268,28,847,0,0,5,10,0,248150,14482,323,1,2,194,252453,Cotinus-coggygria
298947,27697,22203,17139,9008,5296,2893,2504,1111,558,419,404,606,304,157,77,0.357397,0.748608,384.558,-0.506703,0.953627,100113,98.1044,423421,99.7227,15599,15094,473,982,21,8,736,1685,699,92,10,0,1061,4549,120633,1,6940,3,264,79,41,27,318855,667,21,0,2,511,323404,Cotinus-coggygria
120215,29889,34300,33739,20092,9241,3197,2047,847,261,230,214,429,469,529,1250,0.225132,0.618722,328.469,-0.40949,0.946681,94756.7,154.046,339114,157.467,16524,11541,744,373,85,34,311,1127,787,7,13,8,516,4314,145866,5,6479,3,11,143,12,0,202869,2312,110,0,2,188,207183,Cotinus-coggygria
130889,19874,23904,24344,16298,7734,2926,2313,1493,252,199,163,318,330,348,1523,0.327903,0.678381,357.786,-0.424546,0.932581,107025,176.58,394908,179.714,23837,4605,697,343,100,11,154,493,728,6,4,0,264,4084,18119,18,1019,3,0,3,20,0,214765,77453,97,4,5,197,218849,Cotinus-coggygria
110876,18164,22053,23321,17021,9468,3748,3043,1004,297,284,267,573,493,406,1202,0.349666,0.683098,360.284,-0.419368,0.92605,108545,181.723,400479,185.121,24767,3642,664,319,51,24,125,575,652,3,7,2,372,4101,8473,0,837,6,6,7,0,0,212214,80367,12,6,3,234,216315,Cotinus-coggygria
189281,25942,29151,28671,17512,8759,3783,2987,1153,250,234,213,488,488,506,1781,0.334906,0.679061,355.496,-0.406914,0.919462,105545,156.478,389628,159.352,49864,4212,625,422,197,113,54,527,699,3,19,4,348,4444,64492,31,752,1,0,22,7,0,270667,45789,309,2,13,174,275111,Cotinus-coggygria
162670,28427,30756,28493,15810,7040,2509,1406,682,217,235,184,371,446,452,1228,0.353201,0.703117,374.491,-0.430555,0.922365,100871,129.941,409851,131.964,23493,15745,1303,239,89,386,10,364,851,0,31,5,222,4222,90098,322,5985,10,0,3,11,0,248628,3018,955,13,15,153,252850,Cotinus-coggygria
195812,17146,22328,24363,20416,11787,4553,2618,1456,341,246,212,436,464,430,1475,0.328526,0.66259,356.184,-0.398054,0.92168,104847,163.073,389595,166.714,52109,6391,914,468,267,168,28,553,856,0,31,3,395,4508,53250,61,1161,17,0,15,13,0,270472,52593,206,9,4,236,274980,Cotinus-coggygria
196900,30342,31210,28853,15771,7777,3434,2767,763,265,222,221,420,441,493,1549,0.286771,0.681695,362.048,-0.451051,0.94645,103845,140.155,396299,142.513,25408,5289,668,276,116,95,0,348,898,0,23,11,435,4547,113758,266,1037,1,0,1,96,1,279488,18359,784,2,2,223,284035,Cotinus-coggygria
176700,31625,30376,25990,12404,5821,2979,2802,848,228,189,185,441,448,478,1012,0.339876,0.713208,367.384,-0.446536,0.932908,103297,144.957,403065,147.161,12196,5755,601,324,89,152,1,356,708,1,18,5,360,4286,121176,163,868,2,0,0,29,0,253869,4450,473,4,1,274,258155,Cotinus-coggygria
243359,29800,27342,21849,9694,5303,2615,2491,736,266,259,231,529,511,512,940,0.377165,0.743668,383.596,-0.466163,0.928938,101408,119.189,423830,120.809,13668,10387,754,521,111,239,3,439,730,1,25,1,402,4437,121272,119,2092,6,0,0,25,0,292967,1087,285,10,9,300,297404,Cotinus-coggygria
240226,24818,26547,25220,14828,7423,3319,2311,717,266,242,229,486,473,547,1258,0.354013,0.697983,371.434,-0.430753,0.926083,102414,126.715,407555,128.821,13796,7507,633,315,78,114,12,409,723,3,37,9,366,4487,137202,238,1332,3,0,0,9,0,291979,3422,614,1,11,271,296466,Cotinus-coggygria
153350,24640,27807,28004,17906,8640,3034,2076,1283,336,252,202,409,367,391,924,0.334947,0.692863,368.468,-0.44081,0.937535,104313,142.187,406017,144.838,29301,6351,661,458,47,40,104,725,893,4,7,2,554,4354,80187,3,1590,3,1,15,36,4,251201,21164,67,1,5,262,255555,Cotinus-coggygria
141310,19937,24626,26401,19054,9462,3508,2391,1573,329,249,181,429,479,449,1476,0.346493,0.687361,371.558,-0.411134,0.919559,105734,168.439,412405,171.597,37034,4726,516,408,270,98,131,675,623,2,19,1,389,4207,63164,12,433,0,1,12,6,0,245765,23267,206,3,8,203,249972,Cotinus-coggygria
155056,28033,29190,26785,14755,7080,2612,1753,934,257,192,213,364,427,456,1239,0.368107,0.717543,374.755,-0.441574,0.924124,104537,136.964,415334,139.042,10248,3759,527,547,71,9,378,683,619,15,6,3,378,4141,110370,4,389,1,62,10,3,0,247270,3231,73,2,4,205,251411,Cotinus-coggygria
207636,20497,22933,22628,13988,6927,2789,1800,698,281,252,190,391,365,341,1541,0.43579,0.750757,400.83,-0.458747,0.916549,104885,134.312,454705,136.021,19951,10631,631,190,29,59,0,243,804,0,41,4,262,4166,70369,276,3198,1,0,0,36,0,287632,7588,1084,8,9,147,291798,Cotinus-coggygria
193478,30710,28935,25705,14017,6890,3167,2863,880,265,256,231,510,542,575,987,0.336899,0.706301,358.462,-0.441439,0.931894,105320,118.98,393393,121.104,33678,3213,625,417,0,1,381,733,774,32,0,1,503,4336,97737,0,578,4,100,35,7,0,265726,22883,3,2,8,346,270062,Cotinus-coggygria
113433,30946,30488,25719,12515,5836,2612,2168,765,196,184,177,402,367,384,1691,0.326497,0.698463,352.617,-0.441728,0.934653,106489,170.703,387109,173.23,27651,3099,515,307,1,2,145,455,590,0,0,0,277,4036,31375,0,403,0,6,5,5,0,204452,63556,6,4,0,202,208488,Cotinus-coggygria
135335,19271,21259,21686,13445,6861,3229,2972,1170,341,270,198,376,347,346,881,0.376668,0.70738,373.361,-0.438586,0.927638,109838,167.836,420741,170.822,19580,3012,732,541,24,19,193,652,891,0,10,2,357,4018,5310,2,354,4,2,9,50,0,222229,77195,44,1,6,319,226247,Cotinus-coggygria
178386,22421,22598,20844,11236,5680,2383,1947,678,201,196,200,301,317,375,878,0.273304,0.667566,349.81,-0.442162,0.947439,101751,144.636,376707,147.244,19912,6482,648,303,135,76,1,342,813,5,19,2,370,4046,101495,158,2679,0,0,0,24,2,211443,12514,538,2,8,240,215489,Cotinus-coggygria
123429,40645,39174,32891,13210,5191,2063,1646,664,250,246,189,435,512,568,785,0.317387,0.700729,372.584,-0.440264,0.930744,97115,113.325,401905,115.138,12944,11519,305,359,13,3,407,881,497,73,6,1,587,4260,112242,0,3289,0,9,11,0,0,227960,92,20,0,8,266,232220,Cotinus-coggygria
108760,17886,22101,24100,18488,9529,3584,2229,1221,257,217,193,338,368,357,891,0.3304,0.677052,366.289,-0.423373,0.931793,104541,169.028,403318,172.317,29923,5505,668,355,133,110,1,546,949,0,41,2,437,4087,57286,47,1264,2,0,0,46,0,208854,22697,325,4,10,218,212941,Cotinus-coggygria
88514,23843,28988,29526,19367,9385,3466,2466,1253,201,177,182,335,301,305,1997,0.259152,0.638106,340.845,-0.418225,0.944431,103037,184.546,366600,188.121,33270,6142,795,262,132,80,234,765,807,0,12,1,310,4149,35501,0,1213,13,3,21,16,0,196553,63873,32,2,4,167,200702,Cotinus-coggygria
301936,37243,32566,26295,12121,5988,2819,2502,831,303,261,231,493,449,457,1131,0.285363,0.693521,348.449,-0.464565,0.950041,101278,110.185,374097,112.021,19422,7774,550,423,78,55,8,487,905,4,33,1,665,4909,184101,61,1451,0,0,0,42,2,318070,7721,362,4,6,395,322979,Cotinus-coggygria
147254,33095,31998,27952,14094,6849,2763,1658,652,272,220,170,351,353,331,1214,0.337533,0.706372,373.77,-0.459487,0.942881,101479,131.776,409661,133.758,16993,11836,819,184,23,39,2,385,1077,0,22,13,388,4271,95309,121,6553,15,0,0,81,0,244373,4794,442,13,23,195,248644,Cotinus-coggygria
217944,31755,27736,21418,10166,4978,2049,1275,601,247,201,168,374,366,419,595,0.306101,0.715761,364.796,-0.490719,0.954678,98537.6,97.2463,392793,98.7281,13343,12697,700,435,295,91,54,530,957,4,32,13,533,4285,122781,265,9654,4,1,2,32,7,251461,744,653,4,11,244,255746,Cotinus-coggygria
122757,27810,27466,24740,13430,6758,2840,2397,1273,354,221,170,392,342,342,772,0.35514,0.7122,381.629,-0.442219,0.931204,100553,162.207,419846,164.857,13815,12484,612,460,66,59,392,1520,704,34,11,3,567,4168,84756,0,3792,6,9,174,3,1,222445,413,32,0,1,230,226613,Cotinus-coggygria
137707,11569,16212,19405,18090,10898,4096,2745,1793,215,181,165,317,393,456,1295,0.381763,0.689058,375.924,-0.393493,0.905435,105951,188.974,419021,192.803,37913,5220,654,402,344,352,0,339,677,1,46,6,304,4053,47996,59,596,3,0,0,5,0,228403,22286,430,6,12,160,232456,Cotinus-coggygria
148679,38720,34810,28541,11818,4945,2149,1481,612,343,277,277,530,505,473,533,0.324432,0.707712,368.833,-0.447251,0.933391,98629.9,115.622,398653,117.407,11911,9270,316,450,33,13,412,794,446,80,4,0,519,4210,120450,0,1881,0,19,7,0,0,232438,306,21,0,0,275,236648,Cotinus-coggygria
156933,15038,20486,22648,18816,10591,4194,2239,853,302,210,237,419,437,437,1916,0.41531,0.719879,394.268,-0.411067,0.901401,104100,179.625,443608,182.304,29544,18016,807,128,71,116,0,260,751,0,26,5,216,4242,50530,152,4870,11,0,2,3,0,260259,8219,941,5,22,73,264501,Cotinus-coggygria
192615,25406,27532,26030,14650,6957,3052,2987,1059,234,202,185,313,374,410,1330,0.322044,0.679713,348.954,-0.412406,0.924016,105170,167.735,380254,170.621,49493,4508,611,259,144,181,0,266,566,0,34,5,299,4300,48479,111,718,5,0,0,4,1,250594,59395,673,3,0,178,254894,Cotinus-coggygria
178392,31832,33576,30773,17314,8307,2920,1978,865,242,254,233,457,481,488,1132,0.259285,0.650726,336.456,-0.41065,0.937041,98565.6,144.453,354588,147.505,17158,7433,816,485,98,31,151,1201,914,7,13,3,501,4450,159978,49,1080,2,1,310,67,0,241006,5738,138,3,1,217,245456,Cotinus-coggygria
180383,27175,29340,27620,15237,7442,3119,2282,856,256,235,183,395,402,403,1449,0.366083,0.712802,370.861,-0.436574,0.921946,104903,147.117,410227,149.19,20798,5326,637,221,12,78,0,226,642,2,35,10,266,4240,103105,1002,894,2,0,0,6,0,265849,11623,1768,3,19,141,270089,Cotinus-coggygria
203943,28591,30978,29235,16364,7486,3018,2234,578,259,239,238,441,488,474,1537,0.342571,0.700097,370.726,-0.442731,0.931726,100806,131.667,404318,133.67,14892,11977,521,262,133,65,9,369,690,0,29,1,332,4454,128557,319,4792,3,0,0,5,0,278377,1684,938,5,5,213,282831,Cotinus-coggygria
304169,21630,22158,20506,11643,6225,2777,2251,854,337,301,242,442,432,352,1126,0.412753,0.736707,386.215,-0.438933,0.910423,104881,113.163,432502,114.934,27563,7884,951,346,113,53,83,548,900,0,9,10,331,4505,104026,45,1075,1,7,56,9,0,333559,13086,362,5,8,235,338064,Cotinus-coggygria
206216,34075,33524,29485,15654,7635,3252,2482,675,219,228,230,453,452,555,1393,0.27906,0.661964,345.226,-0.413992,0.933274,98322.2,142.408,365733,144.93,13718,8469,523,334,142,125,15,393,577,4,21,0,388,4542,170910,123,1924,1,0,2,4,0,261102,1791,491,2,2,259,265644,Cotinus-coggygria
198284,24184,26512,25185,15163,7309,3079,2777,1432,286,263,224,422,378,363,830,0.355042,0.700339,367.871,-0.435274,0.9292,105453,133.509,406728,136.136,37289,5489,771,738,60,23,243,819,1033,4,12,7,558,4305,76188,2,648,9,36,50,63,1,270320,26909,30,4,13,334,274625,Cotinus-coggygria
172180,31075,31000,27057,14037,6727,3136,2787,794,208,199,188,415,372,383,1126,0.283759,0.66565,344.284,-0.413429,0.931679,99451.3,156.774,366088,159.578,24091,9950,1040,345,163,248,0,328,623,0,37,0,293,4311,127077,28,2033,10,0,0,1,1,231350,8708,259,0,4,202,235661,Cotinus-coggygria
119833,17800,22483,24757,19203,9752,3528,2278,1574,309,227,169,298,331,415,1531,0.334884,0.674477,364.302,-0.401234,0.919191,102318,187.276,397421,190.882,23374,8947,566,414,39,18,262,1089,562,4,13,0,370,4053,86887,0,1150,4,2,97,1,0,213871,7251,43,0,3,155,217924,Cotinus-coggygria
191896,17573,22611,25060,20086,10801,4306,3240,1012,236,252,198,453,469,485,1545,0.345348,0.673234,357.071,-0.400205,0.917148,106436,163.951,393031,167.176,46099,5113,901,197,28,80,0,247,768,0,38,4,243,4351,26784,885,650,0,0,0,20,0,269394,79883,1710,0,3,165,273745,Cotinus-coggygria
183182,27092,27587,24258,12963,6397,2955,2622,1264,302,202,158,376,423,379,569,0.349677,0.708787,372.39,-0.443028,0.931109,101841,123.594,408162,125.919,14698,8761,961,993,72,69,127,982,951,5,8,2,448,4226,114421,0,1093,43,3,158,44,0,253893,1914,18,1,7,467,258119,Cotinus-coggygria
114387,16422,20393,21918,16194,8658,3485,2590,1530,421,272,210,424,430,447,1435,0.374343,0.6988,375.215,-0.414508,0.916744,106755,192.617,419142,196.077,36622,4852,764,384,212,91,206,1116,715,0,28,6,385,4048,25373,0,563,5,8,50,5,0,213496,37854,92,0,1,144,217544,Cotinus-coggygria
211130,20853,23541,23721,16748,9002,4003,2700,692,247,171,181,310,396,432,1587,0.349198,0.685865,364.073,-0.415732,0.922961,103886,151.789,399202,154.469,33390,8325,727,277,199,151,0,293,661,1,38,3,278,4286,90963,326,2232,2,0,0,7,0,271460,22793,1189,6,4,168,275746,Cotinus-coggygria
204460,33851,34036,30172,15294,7334,2993,2188,524,212,200,192,446,419,480,1535,0.308189,0.681899,357.144,-0.438877,0.937452,98926.7,132.747,382683,134.841,15051,11753,529,310,97,109,41,330,653,9,24,5,387,4467,148798,175,4679,0,1,0,9,0,268456,1832,593,0,7,251,272923,Cotinus-coggygria
138565,16951,23304,27488,25880,15206,5703,3000,1265,300,219,224,378,441,489,1530,0.210641,0.563025,312.417,-0.3437,0.923896,95654.1,205.707,320543,211.888,64040,8018,820,514,339,225,79,1069,672,0,10,2,339,4461,98767,4,795,0,0,118,14,0,210312,36095,134,2,7,209,214773,Cotinus-coggygria
364791,6612,7598,8623,9527,7683,4413,2722,963,561,444,477,965,921,527,376,0.524688,0.781294,420.421,-0.465138,0.897683,109397,112.318,491855,114.149,22156,3373,2112,759,8,7,41,608,1782,4,11,0,374,5217,8914,0,748,88,5,23,177,0,389444,68332,0,37,21,409,394661,Crataegus-azarolus
288078,6650,7460,8318,9423,7186,3921,2188,768,755,683,579,1203,602,141,17,0.571743,0.811511,438.618,-0.486964,0.886645,106248,91.2659,517621,92.5749,21433,3958,1424,661,10,21,23,641,1505,0,9,1,401,4563,21913,0,1132,38,1,13,38,0,338215,22597,8,4,2,547,342778,Crataegus-azarolus
384195,5491,5950,6923,8239,7150,4878,3820,1404,568,536,520,894,463,100,7,0.517349,0.779824,422.768,-0.483499,0.91266,109322,102.516,495546,104.461,19112,4577,2770,761,2,2,59,695,2681,3,10,0,547,5420,3783,0,1085,104,54,141,263,0,404173,72817,12,43,12,671,409593,Crataegus-azarolus
303804,7939,9425,10273,10225,7572,3687,1947,789,598,717,695,1366,1037,421,167,0.562911,0.804939,429.044,-0.484716,0.889555,109172,107.04,505680,108.458,14638,2772,2199,708,6,24,9,648,1536,0,18,0,376,4869,5088,0,669,101,0,120,4,0,353645,58518,1,13,3,364,358514,Crataegus-azarolus
308497,7393,8104,9436,10143,8469,5418,3391,1105,499,492,348,681,470,141,24,0.483124,0.768556,417.905,-0.492469,0.925013,108240,83.5358,486218,85.1962,23820,6293,2127,779,24,37,27,548,2111,1,10,1,354,4564,11885,0,1999,113,0,152,593,3,352637,54440,7,16,19,455,357201,Crataegus-azarolus
378930,5191,5644,6124,6741,5695,3303,2245,981,649,566,506,855,433,132,25,0.61467,0.834548,449.002,-0.504586,0.877817,105704,81.3689,534545,82.4167,19558,4989,1652,717,11,10,72,838,1733,1,7,0,505,4929,15276,0,1836,30,8,178,50,1,405600,27680,26,1,0,628,410529,Crataegus-azarolus
267326,9206,10305,11051,10844,7740,3979,2668,1352,466,483,488,735,261,48,36,0.482365,0.776565,425.955,-0.521937,0.936654,106525,76.6331,496940,78.0012,17908,6471,2243,1225,12,2,76,1041,2385,5,11,3,624,4772,12355,0,2761,354,8,175,1324,4,324991,40025,9,77,43,606,329763,Crataegus-azarolus
341287,5420,5971,6395,6872,5369,2961,2114,1016,455,338,328,649,683,432,131,0.59643,0.825946,443.901,-0.50102,0.885635,107485,87.3865,528285,88.5476,13143,3233,1979,647,2,8,9,516,1949,7,5,0,386,4612,5694,0,801,116,0,7,327,18,369788,43374,0,28,16,393,374400,Crataegus-azarolus
280550,6758,8305,9279,9432,6937,3509,1649,957,636,612,536,906,841,331,114,0.618601,0.832256,445.574,-0.500713,0.873282,105385,86.8287,528263,87.8671,17682,4419,1920,820,1,4,5,693,1510,0,10,0,294,4426,21245,0,1382,314,0,116,66,1,337275,17729,0,22,8,356,341701,Crataegus-azarolus
392312,4965,5087,5513,6406,5788,3669,2699,926,602,503,549,952,708,334,280,0.618404,0.833918,445.375,-0.508428,0.880071,106854,91.4162,529886,92.5949,18666,4550,2768,792,5,11,7,548,1800,0,17,0,440,5133,7733,0,1459,263,0,31,112,0,414754,41147,3,11,18,449,419887,Crataegus-azarolus
265655,7434,8125,9223,11464,9722,5839,4220,1157,623,569,513,922,842,720,441,0.420891,0.748307,409.773,-0.470373,0.928292,110903,132.813,476988,135.417,16582,3022,1771,612,23,11,59,539,1888,5,10,0,354,4865,4571,0,451,13,2,11,158,1,327908,73198,0,51,6,491,332773,Crataegus-azarolus
265642,8736,10161,11239,11584,8894,4973,2754,1256,631,538,593,855,319,45,7,0.45467,0.75276,411.519,-0.494022,0.933939,107444,87.0031,474943,88.7812,23969,6223,2330,991,8,12,67,865,2320,0,25,0,555,4836,20808,1,2278,169,12,151,402,0,319107,45228,38,28,9,573,323943,Crataegus-azarolus
250038,6790,7628,8483,9075,7096,3928,2608,1390,557,451,354,718,546,213,49,0.582539,0.821233,445.711,-0.500047,0.889339,106077,89.5797,529490,90.81,15382,3762,1609,763,4,14,19,581,1805,0,15,1,369,4419,9530,0,981,22,0,61,253,3,318321,27031,0,20,17,390,322740,Crataegus-azarolus
371789,7617,7672,8162,8822,7313,4434,3046,1339,668,552,503,745,376,106,21,0.509446,0.785751,426.437,-0.499179,0.917983,108683,83.6141,500657,85.1055,18263,4519,3004,890,8,20,18,798,2551,2,40,0,602,5265,6635,0,1541,196,0,150,312,3,402899,65162,4,15,11,562,408164,Crataegus-azarolus
359111,5933,6762,7711,9001,7843,4606,3024,997,685,590,551,1070,618,222,40,0.522739,0.784701,425.238,-0.474701,0.902288,107976,98.5845,497721,100.284,27110,4582,1995,706,23,13,49,753,1839,1,15,1,462,5039,13494,0,1250,95,5,138,129,4,386807,51600,0,36,24,466,391846,Crataegus-azarolus
222167,6815,8740,10298,12119,10689,6611,4503,1036,683,687,805,1460,690,258,105,0.45756,0.739138,398.978,-0.452174,0.915514,110537,121.636,459706,124.188,17780,2937,2276,575,17,7,71,538,1704,0,8,0,385,4652,3347,0,666,70,20,124,50,0,290864,76663,1,13,5,364,295516,Crataegus-azarolus
