@relation 'classificacao_imagem-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute CoefficientVariation numeric
@attribute Median numeric
@attribute MedianDeviation numeric
@attribute direction_0 numeric
@attribute direction_7 numeric
@attribute fourier2 numeric
@attribute fourier5 numeric
@attribute fourier13 numeric
@attribute fourier21 numeric
@attribute fourier28 numeric
@attribute QCCH0 numeric
@attribute QCCH2 numeric
@attribute QCCH3 numeric
@attribute QCCH4 numeric
@attribute QCCH8 numeric
@attribute QCCH10 numeric
@attribute QCCH14 numeric
@attribute QCCH18 numeric
@attribute QCCH26 numeric
@attribute QCCH32 numeric
@attribute QCCH33 numeric
@attribute QCCH35 numeric
@attribute QCCH36 numeric
@attribute QCCH37 numeric
@attribute QCCH38 numeric
@attribute QCCH39 numeric
@attribute HARALICKSumAverage0 numeric
@attribute HARALICKInformationMesuresofCorrelation1-0 numeric
@attribute HARALICKInformationMesuresofCorrelation2-0 numeric
@attribute HARALICKSumVariance45 numeric
@attribute HARALICKDifferenceEntropy90 numeric
@attribute HARALICKAngular2ndMoment135 numeric
@attribute HARALICKContrast135 numeric
@attribute HARALICKSumVariance135 numeric
@attribute HARALICKDifferenceVariance135 numeric
@attribute vetor_caracteristica_4 numeric
@attribute vetor_caracteristica_5 numeric
@attribute vetor_caracteristica_20 numeric
@attribute vetor_caracteristica_21 numeric
@attribute vetor_caracteristica_25 numeric
@attribute vetor_caracteristica_36 numeric
@attribute vetor_caracteristica_37 numeric
@attribute vetor_caracteristica_40 numeric
@attribute vetor_caracteristica_41 numeric
@attribute vetor_caracteristica_42 numeric
@attribute vetor_caracteristica_45 numeric
@attribute vetor_caracteristica_47 numeric
@attribute vetor_caracteristica_59 numeric
@attribute vetor_caracteristica_62 numeric
@attribute vetor_caracteristica_63 numeric
@attribute vetor_caracteristica_68 numeric
@attribute vetor_caracteristica_80 numeric
@attribute vetor_caracteristica_84 numeric
@attribute vetor_caracteristica_85 numeric
@attribute vetor_caracteristica_104 numeric
@attribute vetor_caracteristica_105 numeric
@attribute vetor_caracteristica_106 numeric
@attribute vetor_caracteristica_126 numeric
@attribute vetor_caracteristica_127 numeric
@attribute histogram_acc0 numeric
@attribute histogram_acc16 numeric
@attribute histogram_acc21 numeric
@attribute histogram_acc43 numeric
@attribute histogram_acc46 numeric
@attribute histogram_acc58 numeric
@attribute histogram_acc63 numeric
@attribute classes {Acer-campestre,Acer-monspessulanum,Acer-negundo,Albizia-julibrissin,Alnus-cordata,Arbutus-unedo,Betula-pendula,Broussonetia-papyrifera,Buddleja-davidii,Buxus-sempervirens,Carpinus-betulus,Castanea-sativa,Celtis-australis,Cerasus-mahaleb,Corylus-avellana,Cotinus-coggygria,Crataegus-azarolus,Crataegus-monogyna,Daphne-cneorum,Diospyros-kaki,Euphorbia-characias,Ficus-carica,Fraxinus-angustifolia,Ginkgo-biloba,Hedera-helix,Ilex-aquifolium,Juniperus-oxycedrus,Laurus-nobilis,Nerium-oleander,Olea-europaea,Paliurus-spina-christi,Pistacia-lentiscus,Pistacia-terebinthus,Pittosporum-tenuifolium,Pittosporum-tobira,Platanus-x,Populus-alba,Populus-nigra,Populus-tremula,Prunus-laurocerasus,Punica-granatum,Quercus-coccifera,Quercus-ilex,Quercus-petraea,Quercus-pubescens,Rhamnus-alaternus,Rhus-coriaria,Robinia-pseudoacacia,Ruscus-aculeatus,Syringa-vulgaris,Ulmus-minor,Viburnum-tinus,Vitex-agnus-castus}

@data
0.583593,0.476881,0.243044,460,239,0.018091,0.028715,0.001681,0.000281,0.000181,342521,9523,8919,7874,4302,3065,1534,1186,688,101,97,75,197,219,188,704,453.862,-0.65595,0.956863,105755,0.543406,0.020936,46.6636,543104,47.0247,9075,67,4218,1096,212,0,1,0,184,1055,0,132,0,177,3659,8324,1,2136,175,0,1,344,3,371103,30499,43,1271,0,184,4,374762,Buxus-sempervirens
0.66618,0.456349,0.264951,436,296,0.009592,0.032001,0.001154,0.000069,0.000034,304758,12497,12627,11668,4939,2968,1218,761,349,173,203,169,271,275,307,739,444.113,-0.597852,0.932942,107684,0.659656,0.023555,62.704,528964,63.1379,8411,7,3055,788,120,6,46,0,217,773,0,44,0,149,3654,12012,14,1370,74,0,0,143,0,337804,37467,122,862,19,87,15,341458,Buxus-sempervirens
0.689841,0.416046,0.244994,456,247,0.009061,0.028182,0.000516,0.000558,0.000038,259460,19690,9843,8005,4803,3885,2360,1631,201,92,115,96,203,192,279,706,438.779,-0.626797,0.989672,100205,1.2808,0.002842,46.99,509499,47.5826,3833,113,3413,1135,130,0,36,0,159,1142,0,172,0,419,3782,729,247,1246,1300,0,1,1864,8,368898,40268,1922,2435,0,358,50,372680,Buxus-sempervirens
0.642917,0.444444,0.246226,404,281,0.020465,0.033864,0.002858,0.000029,0.000283,343300,13142,12709,10749,3490,2087,908,912,174,118,93,91,196,200,251,536,451.488,-0.660249,0.961889,105464,0.56537,0.017559,38.9373,538559,39.2368,7771,102,2857,941,217,8,33,0,230,1030,1,233,0,256,3678,15438,162,1968,435,0,0,727,2,370369,29523,416,1376,0,345,16,374047,Buxus-sempervirens
0.504072,0.529215,0.224138,385,237,0.009941,0.029882,0.00086,0.000835,0.000079,430874,13870,11702,8774,2644,1354,814,537,179,90,68,59,91,112,104,97,462.138,-0.678847,0.957361,103126,0.359217,0.018858,20.083,553978,20.2202,4635,24,3076,811,421,235,111,7,664,976,1,182,0,549,3829,22423,86,6395,1373,0,91,2281,49,444508,18100,371,2184,0,383,63,448337,Buxus-sempervirens
0.631636,0.491819,0.277615,483,208,0.012279,0.027736,0.001875,0.000296,0.000046,353740,8601,8469,7259,3828,2899,1452,1347,450,129,96,109,245,246,260,372,458.674,-0.61947,0.932488,106143,0.50429,0.023288,39.5468,552090,39.8563,6747,91,3052,1361,89,3,21,0,168,1095,0,236,0,152,3652,6440,50,1752,302,0,0,535,3,377720,31304,170,1663,43,79,14,381372,Buxus-sempervirens
0.567202,0.441294,0.214433,550,229,0.057271,0.025658,0.000561,0.000267,0.000441,314510,19035,16466,12012,2602,1661,975,931,178,102,125,106,200,172,160,762,444.032,-0.632432,0.949924,107004,0.603563,0.022332,41.5935,527866,41.8853,5909,121,3699,1068,210,60,89,0,304,1141,0,261,0,258,3687,8484,29,3483,749,0,1,1139,0,346742,40238,263,1817,20,212,30,350429,Buxus-sempervirens
0.565404,0.530251,0.262427,425,283,0.003592,0.028987,0.001122,0.00019,0.000451,324796,20652,16348,11652,2396,1732,1037,573,119,125,109,77,179,175,206,766,444.607,-0.698661,0.979327,104245,0.582166,0.014723,39.0967,525009,39.3515,7145,145,3871,1003,315,28,30,0,308,1121,0,210,0,336,3721,18303,32,3060,1018,0,0,1607,2,360792,28815,251,2021,0,468,16,364513,Buxus-sempervirens
0.510891,0.619268,0.284543,523,217,0.020205,0.024762,0.000167,0.000892,0.000179,377539,9918,10343,9750,4974,3645,1743,1090,271,145,177,155,193,169,77,301,440.703,-0.660586,0.969053,107618,0.706288,0.02025,34.8939,523009,35.257,4039,107,3670,1101,236,2,18,0,504,1143,1,262,0,486,3797,5823,484,2513,1225,0,3,1682,6,393823,51735,2344,2326,1,423,11,397620,Buxus-sempervirens
0.66988,0.434557,0.252919,491,240,0.014416,0.021332,0.000111,0.000062,0.000027,333475,14231,11253,8160,3640,2752,1516,1266,391,135,122,128,230,274,314,264,451.916,-0.70311,0.977927,102664,0.552154,0.014359,38.9483,535426,39.2577,8084,51,4784,955,460,2,5,4,318,1031,0,110,0,370,3699,17136,0,7852,960,0,1,1261,2,363665,18079,4,1915,0,507,2,367364,Buxus-sempervirens
0.698492,0.408035,0.243494,454,286,0.018569,0.028013,0.002012,0.000123,0.000589,284261,14180,13655,11703,4630,2737,1258,979,308,241,197,205,435,304,244,527,448.009,-0.585051,0.935089,105136,0.706978,0.022208,59.4735,532128,59.9404,7846,0,5749,984,328,4,0,7,280,726,0,32,0,189,3661,12375,0,11593,25,0,26,62,1,324265,21942,57,1009,1,159,2,327926,Buxus-sempervirens
0.554833,0.535829,0.263814,464,245,0.013251,0.017322,0.001346,0.000528,0.000271,386491,9277,9363,8472,4216,2766,1496,1223,273,137,122,133,255,231,110,238,443.003,-0.611125,0.943728,110189,0.678144,0.020482,35.6645,530488,36.0154,1521,85,2742,1202,59,29,46,0,314,1178,0,217,0,272,3832,406,242,1966,719,0,14,1001,1,397810,59024,1532,1921,78,73,16,401642,Buxus-sempervirens
0.677111,0.417723,0.234895,505,244,0.01396,0.034345,0.001694,0.000497,0.000129,333600,9645,10361,10080,5414,3623,1725,1455,578,94,86,138,221,188,272,597,450.834,-0.591876,0.93455,104424,0.725476,0.02165,52.545,535986,53.0223,11515,21,7705,1038,206,0,4,1,248,1071,0,117,0,187,3723,14627,0,11785,275,0,0,496,0,363838,17237,57,1313,17,145,1,367561,Buxus-sempervirens
0.680921,0.451138,0.26988,512,247,0.005544,0.033456,0.001531,0.000217,0.000114,309597,10980,11180,10849,5116,3255,1436,1149,465,161,88,94,198,220,208,634,441.977,-0.596585,0.936784,109362,0.708353,0.022233,53.9553,527649,54.4041,5320,33,3822,1158,115,0,5,0,168,1014,0,116,0,150,3640,2171,148,1956,49,0,2,61,0,341986,48203,1058,1207,10,89,3,345626,Buxus-sempervirens
0.558834,0.479349,0.228008,407,246,0.01626,0.033495,0.001469,0.000172,0.000063,306939,19164,10677,8233,4596,3780,1702,1044,306,146,158,126,215,141,162,305,452.206,-0.635267,0.986178,100868,1.12293,0.005281,37.2153,533413,37.6871,9081,66,5510,1046,559,1,11,0,436,1056,0,136,0,502,3709,6754,6,4078,1668,0,4,2237,36,394159,24738,156,2714,0,661,3,397868,Buxus-sempervirens
0.71357,0.382015,0.22793,477,261,0.011851,0.033751,0.002575,0.000611,0.000298,292035,13882,12405,9953,3776,2463,1261,994,371,461,294,176,253,209,202,431,455.064,-0.604867,0.929377,104684,0.559566,0.024133,52.2757,543762,52.6517,8981,1,5175,705,361,1,1,22,345,760,6,20,0,313,3681,14033,0,5598,40,0,53,38,14,331484,18355,0,745,0,239,0,335165,Buxus-sempervirens
0.628139,0.452945,0.246335,465,307,0.024991,0.036492,0.003258,0.000122,0.000235,271853,15801,13700,10951,4299,2868,1423,1020,360,352,425,194,304,204,222,515,440.361,-0.595748,0.942876,106162,0.773403,0.022464,65.2665,520493,65.8037,8290,7,6249,931,141,19,13,12,259,854,0,25,0,171,3644,9798,0,14359,11,0,0,60,0,309683,26142,1,942,5,104,4,313327,Buxus-sempervirens
0.619556,0.486111,0.269019,515,242,0.009957,0.036287,0.001712,0.000092,0.000147,250186,22779,13073,9699,3980,2851,1488,1267,228,112,98,90,137,164,160,687,435.087,-0.638955,0.989479,98657.3,1.17088,0.003417,47.595,501168,48.1033,6932,115,4429,1091,380,0,10,0,293,1171,0,199,0,385,3690,11276,0,6923,1105,0,1,2011,43,338746,27473,14,2196,0,583,2,342436,Buxus-sempervirens
0.620479,0.49189,0.265856,383,253,0.018777,0.025391,0.000337,0.00081,0.000695,335656,7922,8383,8435,4617,3109,1388,1172,620,116,134,140,245,288,294,340,460.523,-0.616984,0.920517,106467,0.43382,0.025788,38.7208,555822,39.007,4332,59,2628,934,149,30,14,8,317,998,0,142,0,297,3647,2246,2,2113,207,0,15,244,12,366620,34587,101,1141,0,180,6,370267,Buxus-sempervirens
0.550608,0.534132,0.263409,530,211,0.026944,0.017425,0.001395,0.000434,0.000463,265825,24790,13592,11021,5751,3746,1397,609,188,115,105,80,208,244,270,553,429.753,-0.637404,0.99348,100469,1.33599,0.001859,36.246,494761,36.7524,3518,196,1486,1081,402,0,9,0,376,1195,0,352,0,677,3898,2687,11,374,3030,0,31,5037,367,378154,49969,252,4111,0,844,10,382052,Buxus-sempervirens
0.634825,0.445825,0.245805,477,221,0.022588,0.036965,0.003812,0.001178,0.000061,364494,13493,11702,8625,2137,1224,631,547,559,103,100,116,230,237,162,94,461.309,-0.64457,0.928456,104308,0.32097,0.02722,27.4437,554197,27.6233,4329,15,2721,606,249,193,49,54,679,850,3,49,0,489,3647,20314,73,6417,89,5,119,253,10,383983,17229,222,695,0,248,45,387630,Buxus-sempervirens
0.540312,0.497503,0.235277,551,245,0.035839,0.028418,0.000519,0.000048,0.000131,244881,23703,13620,9558,5584,4113,2293,1312,323,91,98,132,224,211,265,448,423.138,-0.637623,0.992593,94579.9,1.3661,0.002698,45.538,475754,46.1901,7930,89,6769,1058,554,0,3,7,459,1159,0,169,0,765,3917,11564,1,16810,2238,0,4,3316,53,342067,24257,29,3296,0,770,8,345984,Buxus-sempervirens
0.72094,0.384729,0.234131,586,247,0.021458,0.031203,0.001089,0.00024,0.000757,272718,15191,13278,10059,3503,2434,1173,953,352,320,356,449,431,168,216,407,445.552,-0.594168,0.939803,104205,0.738217,0.02213,63.8678,526634,64.3826,7419,4,6225,866,276,0,7,2,348,746,0,23,0,197,3630,18693,0,15653,30,0,20,39,0,305973,13043,20,896,3,152,1,309603,Buxus-sempervirens
0.51866,0.533716,0.240482,513,270,0.040197,0.012567,0.000878,0.000036,0.000226,376020,10576,10983,10613,5628,3810,1618,1167,528,223,214,162,199,219,222,443,431.311,-0.598639,0.952391,109927,0.873104,0.018762,45.4777,510450,45.9747,7403,0,4095,1179,254,62,80,2,473,1069,0,19,0,309,3890,6752,8,2997,74,0,38,396,1,388808,63864,277,1253,0,299,11,392698,Buxus-sempervirens
0.657865,0.389019,0.210426,586,221,0.048048,0.030215,0.000581,0.000544,0.000442,286029,16253,13867,12229,5537,3784,2089,1639,198,107,60,66,167,183,126,993,429.529,-0.67193,0.992586,106230,1.15124,0.004351,59.8995,502416,60.5045,3333,146,1661,1147,191,4,34,0,205,1232,0,175,0,551,3996,577,272,263,1047,0,0,1864,238,344948,57589,903,2194,3,417,47,348944,Buxus-sempervirens
0.575321,0.436728,0.214162,492,214,0.072721,0.03751,0.002972,0.001263,0.000397,349914,14011,11968,9366,2874,1796,1004,569,219,88,102,86,156,171,182,334,462.919,-0.670378,0.948329,102765,0.366025,0.020963,28.2433,554924,28.4262,5594,65,3731,809,326,96,88,25,566,957,0,242,0,425,3654,26367,38,6175,873,0,48,1239,1,377296,5873,170,1682,0,303,58,380950,Buxus-sempervirens
0.749331,0.363077,0.228399,527,217,0.045682,0.026037,0.002572,0.001825,0.000402,332204,23652,12428,8239,3240,2275,1232,986,232,130,99,102,152,159,123,372,449.571,-0.701537,0.992151,101592,0.852168,0.005667,33.3635,529822,33.6923,7911,84,5194,901,232,10,9,13,338,1144,0,141,0,579,3909,19040,0,7738,530,0,9,949,77,415580,22256,10,1431,0,377,10,419489,Buxus-sempervirens
0.733143,0.361872,0.213764,601,215,0.026624,0.033003,0.001838,0.000486,0.000527,327317,13336,11889,9912,4131,2604,1208,852,303,315,200,195,357,229,214,610,446.745,-0.598534,0.935261,105181,0.648113,0.023809,55.9254,529978,56.3478,8646,0,5543,620,213,8,8,0,239,758,0,32,0,214,3750,14362,0,14866,0,0,0,41,0,350995,23395,7,620,1,169,7,354745,Buxus-sempervirens
0.596238,0.491554,0.252799,492,226,0.001254,0.030296,0.001271,0.000317,0.00027,367259,9487,9995,9061,4814,3495,1952,1135,264,112,169,125,166,206,172,606,444.938,-0.610637,0.948338,108146,0.736946,0.02151,39.6733,530967,40.046,4905,134,4305,1202,125,8,61,0,322,1178,0,240,0,272,3760,2537,311,2879,1195,0,3,1527,3,386052,48206,2129,2397,13,255,15,389812,Buxus-sempervirens
0.682478,0.463511,0.277374,531,271,0.0322,0.023446,0.000061,0.000457,0.000361,282859,16600,13402,10406,4471,3032,1396,1086,283,274,254,201,327,286,299,346,445.242,-0.593823,0.941259,103349,0.731492,0.021254,56.4868,524892,56.9647,7219,0,7599,876,267,6,4,34,427,781,7,27,0,214,3658,18630,0,20136,22,0,106,33,2,319175,11337,49,898,5,129,2,322833,Buxus-sempervirens
0.68477,0.385707,0.220908,610,239,0.042086,0.034849,0.001021,0.000278,0.000474,232481,22233,15511,11900,4874,3490,1623,1304,173,112,96,106,200,164,159,577,427.448,-0.633134,0.990963,97942.1,1.32288,0.003138,50.2134,487499,50.8462,8780,134,6243,1014,396,0,1,0,340,1212,0,179,0,491,3749,14282,0,14528,870,0,0,1868,29,317476,21809,36,1884,1,573,2,321225,Buxus-sempervirens
0.677473,0.465409,0.279605,519,221,0.023657,0.036078,0.000614,0.001049,0.000309,286519,16730,11109,8108,3894,2989,1822,1700,538,138,127,136,364,310,273,219,446.037,-0.653799,0.989073,102156,1.04998,0.003761,43.1358,524569,43.6231,3759,50,4873,1401,194,0,54,0,226,1084,0,147,0,269,3661,4365,1321,5474,700,0,3,1002,14,358149,30467,3703,2101,1,274,26,361810,Buxus-sempervirens
0.632177,0.421147,0.226831,420,302,0.025827,0.029009,0.000946,0.000011,0.000537,309013,18021,16085,12839,3017,1582,505,353,425,209,191,121,198,184,184,847,447.657,-0.615522,0.933244,106467,0.526945,0.023823,56.8365,533352,57.1576,7641,0,4423,657,116,118,97,0,266,810,0,18,0,231,3649,14203,90,4495,0,0,0,5,0,343897,29926,498,657,0,85,31,347546,Buxus-sempervirens
0.531795,0.555757,0.258178,437,281,0.030029,0.031114,0.000797,0.000247,0.000042,330273,12199,10929,10725,7020,4559,1942,1333,392,121,115,110,190,231,218,625,432.999,-0.688377,0.992529,107754,1.07351,0.005582,45.2652,510266,45.8013,2460,186,2266,1312,229,17,52,0,318,1225,0,332,0,441,3837,395,237,798,2434,0,3,3308,44,370088,60692,781,3746,18,361,30,373925,Buxus-sempervirens
0.652094,0.435185,0.244275,388,300,0.019844,0.03633,0.003555,0.000542,0.000615,336365,17740,15051,10832,2175,1229,612,362,332,233,196,184,335,268,242,563,449.648,-0.634568,0.932554,106770,0.432801,0.025274,48.4784,537192,48.7479,5486,0,3869,586,105,141,90,6,381,710,1,3,0,265,3686,11185,40,4238,3,0,0,14,0,360840,35878,282,589,0,79,33,364526,Buxus-sempervirens
0.647592,0.463333,0.26,402,292,0.019525,0.036765,0.002033,0.000201,0.000595,328623,17977,14724,9886,2376,1470,1020,740,188,81,103,96,230,279,319,454,454.074,-0.631869,0.938882,105213,0.453212,0.024257,35.9853,542728,36.2109,6226,102,3597,972,202,149,54,64,327,1040,7,278,0,280,3669,15202,85,3834,623,7,9,904,15,360318,25308,338,1595,7,170,16,363987,Buxus-sempervirens
0.649975,0.468037,0.266536,467,246,0.013218,0.031859,0.001605,0.000692,0.000224,274289,20706,12042,9113,4431,3432,2016,1308,217,96,96,76,182,214,217,730,439.551,-0.667895,0.991668,104400,1.07627,0.003609,43.2583,516620,43.7228,6044,135,2985,1151,95,4,24,0,171,1136,0,217,0,327,3725,2823,290,1122,997,0,1,1467,0,370464,44346,702,2148,13,177,19,374189,Buxus-sempervirens
0.626465,0.442399,0.242283,444,245,0.035106,0.033417,0.003177,0.002261,0.000221,361856,15517,12863,9832,2945,2232,808,407,211,115,126,96,170,197,251,206,454.667,-0.706874,0.97996,102908,0.506692,0.013471,25.6563,540536,25.8522,5061,71,2415,929,403,116,39,76,600,1002,6,165,0,546,3750,14208,35,4187,1252,11,33,1953,28,391689,26417,197,2181,0,546,20,395439,Buxus-sempervirens
0.585481,0.510516,0.263061,439,235,0.008489,0.035029,0.000931,0.000299,0.00003,270571,22503,12191,9617,5033,3437,1456,671,287,125,111,107,249,193,173,525,441.136,-0.63057,0.989985,101439,1.21675,0.00274,34.1533,515187,34.5961,3364,145,1583,1114,296,6,69,0,301,1152,0,327,0,486,3739,2313,2,903,2629,0,9,3756,85,382776,42689,180,3743,0,522,23,386515,Buxus-sempervirens
0.608587,0.445513,0.232234,409,314,0.017458,0.029995,0.001391,0.000178,0.000104,303944,19355,16602,12463,2800,1685,805,403,269,284,278,252,434,251,187,606,444.18,-0.613903,0.934007,106612,0.547202,0.024991,52.7078,527588,53.0318,6964,2,3774,616,202,84,52,7,297,647,1,34,0,220,3653,16137,7,5879,0,0,4,0,0,337819,31853,95,616,0,122,27,341472,Buxus-sempervirens
0.60319,0.51787,0.278253,516,256,0.014212,0.029984,0.001039,0.000208,0.00003,313138,12476,13098,11695,5364,3344,1446,860,419,204,199,198,362,296,325,445,439.552,-0.604135,0.944427,107981,0.741216,0.019723,52.7625,521609,53.2071,9518,24,4745,997,116,1,9,2,213,899,0,91,0,217,3718,8226,39,3374,110,0,3,233,2,344017,42267,257,1107,1,111,9,347735,Buxus-sempervirens
0.521865,0.50953,0.225188,461,255,0.039045,0.026097,0.001273,0.000416,0.00057,395238,11972,9954,7984,3518,2552,1390,1101,557,167,153,115,192,198,189,474,444.725,-0.605374,0.939111,107237,0.641721,0.022488,46.4468,529323,46.8269,10001,1,5036,1069,231,1,17,4,262,973,0,34,0,222,3822,13912,0,3979,33,0,32,123,0,403502,41335,17,1102,7,157,0,407324,Buxus-sempervirens
0.576003,0.516924,0.265258,505,236,0.004002,0.02824,0.001063,0.000731,0.000028,267166,22174,12616,10019,5233,3630,1872,1138,202,70,73,107,163,144,197,712,433.453,-0.627364,0.989961,97333,1.31823,0.003136,42.7045,496559,43.2701,10075,158,5719,1148,604,1,11,0,500,1250,0,272,0,677,3833,10647,0,6773,2334,0,89,4612,374,368878,27153,15,3482,0,922,7,372711,Buxus-sempervirens
0.546292,0.510638,0.233435,446,219,0.050711,0.034821,0.000154,0.000277,0.000132,372615,16654,11264,9024,4459,3092,1257,613,161,93,99,63,171,151,101,251,447.527,-0.695311,0.992891,103940,0.921062,0.004913,30.8831,529546,31.2032,3142,143,3369,1067,175,0,41,0,315,1129,0,341,0,487,3812,1100,1094,2326,2189,0,12,3635,83,427067,44900,3170,3256,9,321,53,430879,Buxus-sempervirens
0.577027,0.463123,0.231034,511,220,0.043216,0.028527,0.000634,0.0005,0.000332,337698,10019,9063,7768,4499,3497,1940,1699,203,81,105,68,166,191,210,887,450.262,-0.686521,0.970228,106894,0.549711,0.015771,50.2886,538426,50.6638,3349,93,4901,1043,96,6,45,0,155,1060,0,143,0,196,3644,224,388,2249,491,0,0,719,0,367315,42525,1757,1534,5,208,34,370959,Buxus-sempervirens
0.56356,0.481532,0.237683,561,235,0.033931,0.028535,0.001097,0.000537,0.00018,286282,11765,11106,10462,7247,5238,2475,1873,245,100,81,91,166,166,163,869,429.799,-0.68281,0.994366,105877,1.21877,0.003806,57.2309,502380,57.885,2879,193,2248,1248,195,0,37,0,217,1237,0,266,0,377,3739,601,400,765,1592,0,1,2375,13,340400,56113,1649,2840,6,285,31,344139,Buxus-sempervirens
0.640408,0.426211,0.231241,518,276,0.018563,0.034388,0.000917,0.000368,0.000194,252469,19941,15504,12729,6283,4551,1648,1033,168,86,94,104,204,185,208,545,428.891,-0.672,0.993533,99679.3,1.19439,0.003407,47.5927,492285,48.1571,10416,58,7360,1076,524,0,12,0,346,1151,1,132,0,481,3786,13458,5,12066,1488,0,0,2130,13,321825,23485,59,2564,0,755,2,325611,Buxus-sempervirens
0.624262,0.413889,0.212673,539,218,0.047209,0.026745,0.001401,0.00027,0.000112,321870,15995,11153,9049,5070,3899,1813,1260,193,103,86,83,190,172,167,795,441.721,-0.67784,0.992852,101641,1.0969,0.004092,45.6365,516454,46.1418,8222,131,6544,1078,245,0,15,0,286,1106,0,212,0,386,3772,5943,161,11610,1174,0,4,2094,16,380749,29903,1137,2252,1,328,15,384521,Buxus-sempervirens
0.55327,0.460796,0.201632,486,221,0.013326,0.028467,0.001094,0.000099,0.000487,419625,8859,8313,7498,3936,2888,1607,1319,660,115,101,111,205,189,83,18,452.272,-0.614544,0.939318,106767,0.594234,0.020466,33.804,541680,34.1391,9488,7,5031,1582,165,94,21,28,253,1141,0,70,0,154,3841,6665,27,5453,163,0,13,470,0,429631,39317,167,1745,13,129,11,433472,Buxus-sempervirens
0.448852,0.571776,0.220647,463,218,0.041897,0.01633,0.002385,0.000542,0.000398,407909,8380,8384,7809,3995,2381,1084,995,810,113,110,86,107,60,51,52,454.554,-0.629347,0.939364,106605,0.526215,0.021759,29.3392,545447,29.623,6121,20,3755,1103,206,79,45,8,577,1041,0,86,0,403,3773,4814,83,3070,123,0,25,214,2,419411,42994,605,1226,0,228,27,423184,Buxus-sempervirens
0.592312,0.502433,0.259089,462,260,0.036612,0.025418,0.000506,0.000393,0.000261,277272,25415,14063,11537,5888,3860,1469,626,222,93,80,99,186,142,176,684,429.819,-0.621677,0.991493,101037,1.36163,0.002366,40.7095,495652,41.2676,6576,184,3019,1147,385,13,53,0,328,1288,0,245,0,695,3929,4225,365,1036,2809,0,14,4322,211,386900,49759,731,3956,0,629,19,390829,Buxus-sempervirens
0.675197,0.463085,0.270593,430,282,0.006715,0.026131,0.000296,0.000234,0.000342,321017,11757,11488,10307,4497,2824,1054,763,675,109,100,82,192,216,226,565,453.319,-0.616401,0.93194,105881,0.531368,0.023887,45.4901,542349,45.8178,7200,29,3548,868,177,75,42,12,276,952,0,141,0,185,3650,10684,93,5971,46,0,4,118,0,352960,27669,313,914,41,123,19,356610,Buxus-sempervirens
0.696426,0.415072,0.251811,629,248,0.036203,0.032531,0.001032,0.00038,0.000287,258127,17156,13581,10116,3103,2131,1120,809,452,226,234,159,247,221,180,699,432.699,-0.597909,0.954481,107260,0.863382,0.017987,73.2339,509171,73.8167,8891,19,5469,967,180,0,7,0,175,925,0,63,0,137,3627,17271,0,6454,19,0,0,67,0,287203,28308,42,986,4,136,4,290830,Buxus-sempervirens
0.639834,0.453872,0.253468,424,283,0.014228,0.039223,0.003743,0.000373,0.000038,306721,13387,11588,9036,3769,2801,1550,1144,484,102,106,82,184,180,188,572,452.436,-0.684507,0.968416,103936,0.521153,0.01777,44.2902,538122,44.627,7325,40,4715,1251,338,55,55,0,277,1066,0,128,0,198,3607,10205,11,4903,641,0,26,762,0,342049,24135,82,1892,0,378,6,345656,Buxus-sempervirens
0.510311,0.479257,0.198402,477,263,0.04084,0.019075,0.000561,0.000045,0.000168,400329,11689,11255,9913,4907,3201,1428,1126,202,81,86,72,177,166,139,284,443.769,-0.615797,0.951503,106512,0.718539,0.020917,37.008,526671,37.3559,9568,106,5635,1349,379,9,65,4,320,1238,0,291,0,301,3929,16608,14,4082,1328,0,48,2467,12,411300,37835,117,2677,51,250,17,415229,Buxus-sempervirens
0.647737,0.447611,0.251781,530,310,0.015468,0.026464,0.000807,0.000256,0.000452,222351,23009,16184,11648,4745,3068,1584,1437,455,76,116,90,178,160,184,643,408.1,-0.641115,0.992038,98225.8,1.35188,0.003555,63.7382,456811,64.5339,8965,84,6001,1285,278,0,0,7,275,1223,0,107,0,373,3773,11605,1,11896,354,0,0,855,5,292116,36110,41,1639,1,385,4,295889,Buxus-sempervirens
0.736503,0.360861,0.215501,613,210,0.025454,0.032051,0.003494,0.000801,0.000636,305327,13837,12389,9875,4330,2995,1492,1132,405,133,128,103,195,228,181,619,444.587,-0.624178,0.956263,105851,0.703359,0.017308,54.2957,527224,54.7385,8770,36,5543,934,230,0,4,0,169,1026,0,76,0,185,3685,14743,5,8546,16,0,0,201,1,336833,25889,37,950,2,208,2,340518,Buxus-sempervirens
0.632622,0.474884,0.262038,467,292,0.020135,0.038434,0.002849,0.000208,0.000153,291703,14478,11880,9399,4441,3431,1785,1268,394,196,183,186,351,220,209,559,444.187,-0.594238,0.937974,105988,0.724397,0.022464,57.6844,526746,58.1782,9708,10,6236,931,270,47,17,26,271,830,1,77,0,169,3640,7069,0,9234,186,0,18,265,0,326954,30534,30,1117,0,189,1,330594,Buxus-sempervirens
