@relation 'classificacao_imagem-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval -P 1 -E 1-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute Median numeric
@attribute direction_0 numeric
@attribute direction_1 numeric
@attribute direction_2 numeric
@attribute direction_6 numeric
@attribute direction_7 numeric
@attribute fourier3 numeric
@attribute fourier6 numeric
@attribute QCCH0 numeric
@attribute QCCH2 numeric
@attribute QCCH3 numeric
@attribute QCCH4 numeric
@attribute QCCH5 numeric
@attribute QCCH8 numeric
@attribute QCCH11 numeric
@attribute QCCH14 numeric
@attribute QCCH18 numeric
@attribute QCCH26 numeric
@attribute QCCH33 numeric
@attribute QCCH35 numeric
@attribute QCCH36 numeric
@attribute QCCH37 numeric
@attribute QCCH38 numeric
@attribute QCCH39 numeric
@attribute HARALICKInformationMesuresofCorrelation1-0 numeric
@attribute HARALICKInformationMesuresofCorrelation2-0 numeric
@attribute HARALICKSumVariance45 numeric
@attribute HARALICKDifferenceVariance45 numeric
@attribute HARALICKDifferenceEntropy45 numeric
@attribute HARALICKSumAverage90 numeric
@attribute HARALICKAngular2ndMoment135 numeric
@attribute HARALICKSumVariance135 numeric
@attribute HARALICKDifferenceVariance135 numeric
@attribute vetor_caracteristica_4 numeric
@attribute vetor_caracteristica_5 numeric
@attribute vetor_caracteristica_20 numeric
@attribute vetor_caracteristica_21 numeric
@attribute vetor_caracteristica_25 numeric
@attribute vetor_caracteristica_36 numeric
@attribute vetor_caracteristica_37 numeric
@attribute vetor_caracteristica_40 numeric
@attribute vetor_caracteristica_41 numeric
@attribute vetor_caracteristica_42 numeric
@attribute vetor_caracteristica_46 numeric
@attribute vetor_caracteristica_47 numeric
@attribute vetor_caracteristica_58 numeric
@attribute vetor_caracteristica_59 numeric
@attribute vetor_caracteristica_62 numeric
@attribute vetor_caracteristica_63 numeric
@attribute vetor_caracteristica_80 numeric
@attribute vetor_caracteristica_84 numeric
@attribute vetor_caracteristica_85 numeric
@attribute vetor_caracteristica_104 numeric
@attribute vetor_caracteristica_105 numeric
@attribute vetor_caracteristica_106 numeric
@attribute vetor_caracteristica_126 numeric
@attribute vetor_caracteristica_127 numeric
@attribute histogram_acc0 numeric
@attribute histogram_acc4 numeric
@attribute histogram_acc16 numeric
@attribute histogram_acc21 numeric
@attribute histogram_acc24 numeric
@attribute histogram_acc36 numeric
@attribute histogram_acc43 numeric
@attribute histogram_acc63 numeric
@attribute classes {Acer-campestre,Acer-monspessulanum,Acer-negundo,Albizia-julibrissin,Alnus-cordata,Arbutus-unedo,Betula-pendula,Broussonetia-papyrifera,Buddleja-davidii,Buxus-sempervirens,Carpinus-betulus,Castanea-sativa,Celtis-australis,Cerasus-mahaleb,Corylus-avellana,Cotinus-coggygria,Crataegus-azarolus,Crataegus-monogyna,Daphne-cneorum,Diospyros-kaki,Euphorbia-characias,Ficus-carica,Fraxinus-angustifolia,Ginkgo-biloba,Hedera-helix,Ilex-aquifolium,Juniperus-oxycedrus,Laurus-nobilis,Nerium-oleander,Olea-europaea,Paliurus-spina-christi,Pistacia-lentiscus,Pistacia-terebinthus,Pittosporum-tenuifolium,Pittosporum-tobira,Platanus-x,Populus-alba,Populus-nigra,Populus-tremula,Prunus-laurocerasus,Punica-granatum,Quercus-coccifera,Quercus-ilex,Quercus-petraea,Quercus-pubescens,Rhamnus-alaternus,Rhus-coriaria,Robinia-pseudoacacia,Ruscus-aculeatus,Syringa-vulgaris,Ulmus-minor,Viburnum-tinus,Vitex-agnus-castus}

@data
0.236033,1636,212,12,5,218,0.045721,0.08112,259787,8922,11659,13363,13289,9401,4988,2453,1608,746,349,373,708,475,238,91,-0.476092,0.887495,96405.8,73.3416,1.25464,805.581,0.035055,505337,101.098,1334,0,14871,15081,3654,0,17,11,1546,944,194,0,12,0,505,4498,0,33409,12837,0,138,6,0,306083,119,1650,0,27918,113,0,0,310581,Castanea-sativa
0.229449,1410,156,7,11,140,0.112757,0.058759,136628,15185,16413,14777,11761,4861,2025,1075,887,448,191,207,446,420,464,1663,-0.429657,0.954776,101486,181.552,2.29029,606.887,0.012795,351839,245.376,23249,0,4275,912,194,11,49,0,285,699,153,8,2,0,238,4130,0,891,3,0,0,0,0,137903,61029,42797,17,915,0,11,0,142033,Castanea-sativa
0.39171,19,7,3,0,5,0.124271,0.006101,116656,13700,13789,11771,9409,3704,1528,654,656,424,267,252,395,405,418,1402,-0.453289,0.967735,92406.2,228.352,2.37445,575.031,0.011212,317722,306.073,22920,0,10766,1793,527,0,1,162,650,482,181,0,4,0,385,4052,0,7412,242,31,38,0,0,100298,24395,61213,0,2035,140,0,0,104350,Castanea-sativa
0.547952,1080,201,4,7,187,0.072192,0.011758,141657,15530,16484,14716,12323,5603,2545,1108,592,425,208,237,470,418,438,1389,-0.492502,0.985107,100446,151.797,2.45021,591.175,0.003815,339605,210.377,8391,5,2611,1297,88,0,14,0,219,1178,73,76,7,8,207,3955,0,225,37,0,0,62,0,145828,98200,9774,71,1334,0,0,31,149783,Castanea-sativa
0.363876,2419,345,14,8,349,0.257542,0.184601,80851,18019,16312,16974,16803,13143,8183,4580,3118,891,365,452,718,610,491,369,-0.435673,0.990786,79275.3,136.842,3.28467,471.914,0.000724,237600,240.461,8017,6,16319,9492,114,0,31,0,155,2533,208,202,2,0,82,4747,5,2021,2487,0,0,640,0,119578,137664,8039,214,11979,0,0,115,124325,Castanea-sativa
0.356357,1279,254,7,4,252,0.068541,0.003256,166433,10250,12451,13542,13192,7895,3751,1646,924,531,195,193,412,403,349,1689,-0.397314,0.940481,104264,176.624,2.39948,622.225,0.013699,366462,246.526,29083,0,2910,642,202,0,7,22,292,629,156,11,9,0,315,4128,0,650,0,0,0,0,0,166282,75520,38594,1,642,28,0,1,170410,Castanea-sativa
0.326503,1144,213,5,4,207,0.165119,0.040615,158033,4816,5745,6441,6382,4927,2614,1463,1004,434,237,276,567,602,346,168,-0.47136,0.965991,92403.1,121.092,2.15761,716.51,0.014858,422281,176.03,119,0,15446,11818,171,2,592,2,2358,729,29,0,34,0,427,3900,0,49912,2864,0,293,0,0,143701,314,125,68,14682,13,2,0,147601,Castanea-sativa
0.3299,1167,148,7,3,148,0.159336,0.013555,140078,9677,12127,12740,11949,6806,3238,1701,1033,663,243,242,458,449,428,1520,-0.461629,0.982671,94343.1,201.931,2.72017,589.284,0.00594,329862,296.58,870,0,14917,4631,25,18,392,0,1126,1032,60,8,62,4,337,4342,163,1566,688,0,168,36,0,133021,84066,870,7802,5319,0,18,0,137363,Castanea-sativa
0.250591,2834,229,23,11,245,0.184819,0.188722,165661,12994,13215,14131,13909,9649,5310,2867,1820,924,362,359,519,429,318,210,-0.567264,0.996939,87730.6,97.9554,2.52925,628.952,0.002023,348280,157.074,9,0,15400,13115,16,7,2107,0,1093,2534,584,244,240,5,844,4878,2184,3273,10874,0,17,2780,44,195062,52154,9,25000,23989,0,7,22,199940,Castanea-sativa
0.264482,1313,295,8,5,293,0.076459,0.053735,130813,17298,18317,16613,13317,5926,2350,1297,904,453,229,225,477,507,476,1067,-0.418383,0.945607,99280.1,156.277,2.23169,616.825,0.015133,355723,215.951,20281,0,6043,604,269,19,15,8,397,582,152,5,6,0,358,4112,4,1623,0,0,2,0,0,142944,20126,85789,81,604,60,19,1,147056,Castanea-sativa
0.311259,1211,182,4,2,178,0.18385,0.037769,149501,11572,11285,10284,8401,4358,2320,1456,930,398,215,258,462,481,508,1425,-0.455241,0.971025,102614,187.632,2.41129,624.003,0.008535,365474,252.89,18295,4,4097,1155,270,2,48,6,302,1009,146,22,13,0,233,4135,0,913,2,0,6,2,0,141606,64101,29890,14,1157,13,2,2,145741,Castanea-sativa
0.257494,1807,248,10,8,244,0.113074,0.03471,133538,16288,16533,16088,14621,8342,4218,2207,1760,1019,396,344,512,411,251,250,-0.57593,0.997761,79131.9,92.5307,2.48941,587.506,0.000966,307491,144.265,5,0,11737,10979,15,21,1337,1,835,2851,1212,289,173,37,1826,5351,8173,902,7974,0,88,15107,377,154835,48731,5,37031,18953,0,21,29,160186,Castanea-sativa
0.243497,2,4,2,0,0,0.029246,0.035215,132706,27167,28571,24006,17918,5745,2026,1030,750,361,278,307,568,583,564,1508,-0.434222,0.964621,88276.8,145.24,2.39597,542.914,0.009844,291343,210.461,38884,0,16922,1053,413,2,17,7,725,588,222,0,20,0,486,4539,0,8854,33,0,86,2,0,131056,42371,95738,9,1086,52,2,0,135595,Castanea-sativa
0.318767,2684,305,11,11,297,0.312605,0.207208,86105,23258,19837,19250,19228,14536,8041,4187,2062,687,567,438,473,77,26,30,-0.394732,0.981134,81241.3,102.891,3.29795,509.333,0.00164,261330,191.466,33056,3,38741,10951,233,0,163,0,542,2600,397,99,49,1,278,4624,7,7911,1296,0,5,302,0,129446,93878,34087,354,12247,0,0,19,134070,Castanea-sativa
0.247778,2203,238,11,7,238,0.101626,0.047952,135390,5059,7054,9017,9976,10331,7322,4402,3099,1320,390,362,684,568,571,1597,-0.43376,0.982928,97863.5,279.793,3.17302,571.531,0.004262,322958,429.827,12935,17,5708,4826,470,2,31,0,968,1325,118,18,18,4,248,4648,0,114,473,0,182,68,0,145652,103451,13237,7,5299,1,2,7,150300,Castanea-sativa
0.475544,1139,240,6,2,240,0.108866,0.014833,63186,13945,16186,18046,18246,13338,7660,4346,2841,646,338,283,685,615,557,847,-0.46779,0.993382,77058,144.875,3.13573,478.546,0.000862,238145,240.453,9419,5,13788,8275,92,0,27,4,167,2297,202,322,5,21,84,4827,2,1746,1897,0,0,801,0,112427,114876,9488,113,10172,4,0,265,117254,Castanea-sativa
0.199781,1593,246,7,5,242,0.018169,0.027683,131321,18650,18104,15987,12216,5224,2311,1290,723,501,266,299,464,509,472,1116,-0.423873,0.957895,97560.5,155.537,2.38783,615.493,0.011292,352393,221.151,22693,1,7695,762,300,15,16,71,453,694,194,10,5,1,425,4204,0,2435,0,4,1,1,0,140184,18231,85806,28,762,54,15,1,144388,Castanea-sativa
0.23771,1078,201,4,8,185,0.09925,0.003932,144370,26326,23197,17965,13803,4733,1870,829,624,620,211,205,323,181,193,939,-0.505362,0.986861,101518,134.696,2.34109,604.64,0.00286,350292,179.861,11531,1,3337,1120,174,0,10,0,296,1292,97,52,10,0,272,4098,0,561,17,0,2,47,0,169521,103028,15953,80,1137,0,0,10,173619,Castanea-sativa
0.175098,1267,186,4,3,180,0.142265,0.063557,138245,6440,7752,8437,8210,6066,3915,2404,2052,628,245,248,489,470,546,663,-0.493419,0.986371,89960.3,129.305,2.52089,658.539,0.0059,373243,196.694,2,0,18739,11694,47,0,484,0,1005,782,13,10,56,0,372,3918,43,59268,4473,0,69,33,0,134439,1747,2,2843,16167,0,0,3,138357,Castanea-sativa
0.264963,1595,242,9,2,248,0.200416,0.002652,169370,17199,17467,15590,12203,5323,2283,1297,900,582,312,246,432,401,378,935,-0.424533,0.946493,103881,144.27,2.21603,624.935,0.015856,367855,201.233,22161,1,4459,686,393,3,3,51,552,748,246,28,5,0,467,4253,0,1195,1,0,9,2,2,169578,71951,42001,19,687,139,3,2,173831,Castanea-sativa
0.339755,1229,198,5,3,194,0.174391,0.059512,149205,13819,14741,13571,11542,5652,2775,1571,985,529,294,253,544,406,443,1546,-0.47089,0.976381,103554,172.925,2.40219,632.391,0.00568,372793,236.72,17814,6,3330,1013,176,6,2,39,338,985,143,27,3,0,262,4242,0,494,0,2,8,12,1,159149,74450,24869,25,1013,9,6,1,163391,Castanea-sativa
0.287418,618,478,8,0,486,0.119224,0.003221,258494,8563,11069,12609,13459,10944,6348,3741,2719,1328,311,318,586,631,624,1635,-0.44511,0.899166,107613,136.633,1.56942,752.778,0.03112,473819,182.209,21461,5,7169,4778,482,21,98,32,1016,1235,202,2,16,0,422,4724,0,242,728,1,212,51,1,308868,64255,23508,4,5506,0,21,1,313592,Castanea-sativa
0.229504,2341,295,16,16,287,0.333947,0.134655,112070,10683,12320,12866,11843,6950,3612,1842,1386,612,412,308,645,599,341,113,-0.446102,0.982273,85522.3,138.113,2.81061,593.439,0.002604,320431,209.036,28485,0,35511,2153,926,5,39,13,1281,773,327,0,18,0,891,4278,0,35272,311,0,250,8,10,108045,811,41471,0,2464,390,5,0,112323,Castanea-sativa
0.135269,1525,198,8,5,196,0.277639,0.001129,144288,14207,14575,13324,10961,5234,2444,1066,717,500,261,213,513,436,481,1339,-0.488653,0.982819,98330.7,174.087,2.41342,628.012,0.005129,362389,235.965,23925,2,7626,849,282,10,35,11,518,757,211,8,8,3,413,4246,0,2410,3,2,14,5,1,145912,27498,67517,26,852,24,10,8,150158,Castanea-sativa
0.222296,86,10,4,0,10,0.136805,0.037761,128699,9859,9728,7952,6080,2202,815,362,301,281,247,189,328,392,469,1616,-0.450862,0.956307,93614.4,231.329,2.15339,617.32,0.013532,348276,313.893,13663,1,12095,1088,369,0,1,64,596,491,186,0,0,0,342,4095,0,11266,92,9,32,1,0,99691,912,63030,0,1180,39,0,0,103786,Castanea-sativa
0.175462,1522,157,10,5,159,0.05165,0.052087,152041,4487,4812,4486,3681,1719,803,487,338,278,183,227,351,356,356,1125,-0.495124,0.976785,102862,207.367,2.24838,663.316,0.010927,394843,286.048,14508,2,8454,2110,318,0,4,103,769,691,178,0,2,0,439,3968,0,3174,503,2,55,0,0,118272,37837,18183,0,2613,136,0,0,122240,Castanea-sativa
0.110074,1188,233,6,6,225,0.126828,0.063889,151574,18951,20167,18775,15741,6388,2256,953,745,427,234,231,426,483,493,1460,-0.453085,0.963949,98216,133.124,2.21706,631.591,0.010594,364779,181.239,18498,0,8280,676,290,5,5,60,441,851,192,13,11,0,427,4194,0,3527,8,6,0,15,0,164260,8266,102805,16,684,45,5,3,168454,Castanea-sativa
0.41749,1136,192,2,8,172,0.117501,0.005231,473106,8584,11787,14205,15093,11896,6717,3547,2201,1219,329,274,532,427,358,453,-0.461156,0.886189,106707,66.2494,1.29392,768.584,0.034757,486243,97.302,35213,16,17241,10130,462,1,30,2,715,1340,240,22,5,2,278,4989,0,1511,2974,0,137,33,0,483166,70267,42432,3,13104,0,1,0,488155,Castanea-sativa
0.329015,1631,330,6,3,328,0.386363,0.008299,58985,30552,28998,27480,25346,14613,6975,3456,2098,939,481,303,222,62,16,38,-0.442874,0.991746,72072.1,92.7517,3.16198,463.579,0.000184,223116,165.433,30518,1,28925,8778,201,0,30,0,381,2818,345,201,6,3,183,4677,5,5737,1533,0,0,751,0,123829,125840,32074,198,10311,0,0,76,128506,Castanea-sativa
0.178198,1768,299,10,4,303,0.335422,0.018581,159464,20901,20370,18149,14371,5883,2677,1433,1154,598,309,234,464,490,411,857,-0.417454,0.9458,100070,140.196,2.25355,609.34,0.015199,351537,197.336,29117,0,5463,673,485,11,8,103,607,736,235,5,4,0,424,4337,0,1525,1,6,0,1,0,165478,34766,91147,3,674,373,11,2,169815,Castanea-sativa
0.365623,1357,250,8,3,252,0.144226,0.052519,70575,19983,19189,19390,18615,12262,6902,3854,3017,1001,446,488,798,355,241,106,-0.445292,0.99187,68387.6,114.803,3.20798,444.421,0.000576,208063,197.793,16394,1,21437,12115,171,43,160,21,446,2612,372,161,43,37,248,4546,11,3824,9664,1,8,866,0,100736,118120,16913,368,21779,0,44,119,105282,Castanea-sativa
0.197437,1819,202,14,9,204,0.006162,0.102303,140055,15513,15425,13791,11693,5270,2566,1459,1139,495,295,244,579,443,476,1900,-0.437369,0.967858,101802,206.766,2.48883,601.854,0.008407,348788,286.742,21041,0,3992,1007,172,0,198,0,488,817,150,5,12,2,294,4368,4,631,5,0,170,1,0,143541,74260,33821,51,1012,0,0,1,147909,Castanea-sativa
0.233067,1830,329,15,8,335,0.231213,0.089805,185894,9585,5839,6010,6933,6643,4595,2739,1762,888,270,234,426,382,325,658,-0.541376,0.995078,93947.8,135.866,2.69452,648.171,0.000891,370977,213.05,38466,1,8365,1282,854,0,0,6,691,1452,558,69,4,0,818,4365,0,899,85,0,3,542,9,196173,35716,64690,0,1367,188,0,4,200538,Celtis-australis
0.167139,1270,280,6,1,282,0.13462,0.053728,73503,23530,15203,12972,11788,7875,3712,1816,1146,845,14,6,16,0,0,0,-0.467416,0.991614,81411,60.734,2.94031,599.078,0.000496,318541,112.57,10841,0,33254,9857,387,34,86,37,2156,2188,214,19,67,1,1108,4133,5,61424,2370,4,956,341,2,123842,4530,11439,41,12227,28,34,10,127975,Celtis-australis
0.193004,958,387,4,3,381,0.257925,0.055045,230492,5569,6890,7828,8099,6222,4040,2354,1666,1216,293,277,554,506,474,972,-0.442483,0.947346,107609,118.252,2.10448,682.143,0.019274,415809,176.566,25290,1,4705,813,531,0,8,143,775,917,371,20,8,0,702,4392,0,834,6,54,12,32,3,215140,63382,38846,0,819,291,0,1,219532,Celtis-australis
0.205203,1950,354,13,7,358,0.251607,0.033726,78504,20466,8169,6158,6405,6486,5585,3994,2598,1010,343,122,113,28,12,48,-0.425748,0.990033,81063.3,118.198,3.44278,523.956,0.000184,269745,240.117,2306,0,20463,9165,139,24,149,6,858,2892,293,107,33,5,474,4351,0,1255,434,0,38,561,1,120811,99105,2307,698,9599,0,24,41,125162,Celtis-australis
0.295073,1215,238,8,3,240,0.085793,0.000522,243771,6752,8123,8845,8361,5464,2814,1576,1286,638,370,273,610,514,312,316,-0.539315,0.980274,105974,84.1184,1.95342,712.484,0.010666,437759,119.785,21425,0,4319,524,583,3,9,176,1083,892,383,12,13,0,816,4218,0,1644,11,106,36,182,9,230226,38215,52086,8,535,415,3,2,234444,Celtis-australis
0.291858,1900,300,15,8,306,0.164821,0.035466,175565,11144,11358,11168,10469,5921,2837,1894,1118,614,282,243,470,487,307,375,-0.533755,0.994112,86715.2,98.3889,2.56792,645.416,0.000822,358896,147.933,27572,0,29223,538,782,2,6,51,1019,877,525,18,13,0,972,4317,0,31174,2,0,2,26,14,169653,1146,58725,0,540,1651,2,2,173970,Celtis-australis
0.150937,1180,288,5,4,282,0.274738,0.092164,181548,13034,11727,12517,12609,8827,5135,2840,1883,976,251,266,379,360,244,238,-0.516923,0.980036,107373,76.1155,2.13406,688.125,0.007882,420165,115.235,21580,3,3578,795,720,4,4,200,1067,1239,462,69,3,0,727,4209,0,768,47,190,22,159,10,228191,66057,36492,0,842,520,4,11,232400,Celtis-australis
0.271517,2036,286,11,6,288,0.245924,0.045324,166905,24423,21818,20953,19162,11263,5239,2569,1497,966,340,303,514,464,384,304,-0.540692,0.988095,106337,71.4118,2.17826,665.046,0.004346,400833,106.652,21906,0,4046,824,734,1,4,188,1094,1282,624,50,3,1,880,4504,6,1199,81,108,11,300,13,247503,82708,42913,44,905,437,1,4,252007,Celtis-australis
0.200811,1662,280,9,4,282,0.297074,0.045037,238005,11843,10604,10762,10941,7735,4249,2477,1758,779,351,276,468,242,34,4,-0.51637,0.960022,102372,57.3403,1.71951,756.47,0.017225,469720,83.1261,18530,0,12998,413,882,1,0,223,1589,1013,650,28,2,0,1123,4304,0,6059,23,357,76,227,25,268576,3199,69361,0,436,1437,1,3,272880,Celtis-australis
0.236508,1190,343,8,1,349,0.038867,0.094333,164663,7662,8147,7838,6722,3044,1348,638,545,626,304,277,480,270,182,135,-0.447029,0.954791,95517.6,94.7838,2.17724,629.204,0.014707,359330,145.82,24859,0,27893,2567,381,0,17,56,833,1024,308,0,12,0,741,4068,0,25730,584,0,47,2,1,125740,16053,28153,2,3151,174,0,0,129808,Celtis-australis
0.352045,1130,283,6,5,277,0.122531,0.017437,201338,13977,10401,9862,9824,6496,3743,2051,1430,941,274,222,453,328,264,232,-0.543598,0.986992,107625,73.7355,2.12571,693.709,0.004608,424929,112.477,17475,1,3457,909,768,1,0,187,1017,1226,529,83,4,0,874,4307,0,605,70,204,18,162,8,233827,70685,27773,0,979,404,1,13,238134,Celtis-australis
0.226115,22,4,4,0,4,0.121114,0.015048,182468,4382,4449,5314,6417,7212,6091,4451,3785,1389,362,234,424,356,189,155,-0.403448,0.970927,88553.4,181.104,3.08555,680.571,0.006593,388124,313.526,2230,0,43811,24081,2261,42,79,100,4718,1219,23,0,604,0,2207,4532,0,46082,2098,0,402,99,222,170189,877,2263,6,26179,195,42,0,174721,Celtis-australis
0.196982,1134,285,7,3,285,0.251656,0.022348,194477,4774,6067,7682,8779,8727,6637,4072,3190,1445,362,369,568,539,416,250,-0.434014,0.955752,109401,110.162,2.35682,656.443,0.016693,398612,168.711,14358,9,3735,850,501,1,10,270,1419,997,306,33,15,0,977,4314,0,1081,38,252,101,99,18,204475,90381,16839,3,888,406,1,15,208789,Celtis-australis
0.246041,1873,332,11,9,328,0.147853,0.000769,145799,10971,9038,9020,8558,5524,2841,1507,1275,714,293,228,420,419,448,1084,-0.511796,0.993702,89700.9,155.949,2.75873,585.164,0.000636,320625,226.984,20720,0,3453,1385,515,0,0,34,634,1724,473,37,5,0,783,4370,0,385,113,0,0,375,8,150614,77560,26867,0,1498,241,0,13,154984,Celtis-australis
0.142956,1452,222,8,3,224,0.089339,0.007197,153788,9028,7217,7290,7792,5696,3007,1593,1172,538,273,310,588,564,487,1140,-0.536434,0.995113,92333.6,161.352,2.71582,611.652,0.000723,342437,235.097,25459,0,4575,1388,539,0,0,13,660,1441,452,41,1,1,680,4299,0,622,107,0,10,709,33,154716,61295,34648,0,1495,158,0,5,159015,Celtis-australis
0.250572,1069,307,7,1,311,0.145815,0.082808,210891,7933,10030,11971,12461,9616,5218,2854,1913,728,357,337,626,543,562,890,-0.476021,0.958542,109469,95.836,2.01323,681.129,0.016824,417591,143.79,19303,0,1968,949,514,0,2,87,726,1139,368,25,3,0,543,4289,0,496,6,6,8,99,1,228038,81303,26411,0,955,208,0,5,232327,Celtis-australis
0.521202,1065,263,6,3,261,0.123481,0.039357,200549,13767,15721,15970,14954,8308,3696,1848,1480,839,406,302,507,282,114,60,-0.501464,0.967417,103489,68.6144,1.9459,704.098,0.013521,427498,99.921,19625,0,6751,491,682,4,0,315,1300,969,379,14,5,0,977,4293,0,2600,29,189,35,71,4,231156,17012,82882,0,520,934,4,1,235449,Celtis-australis
0.534245,792,274,3,4,264,0.056922,0.003523,239629,13454,15798,16854,15814,8749,4189,2182,1598,785,293,180,290,137,20,6,-0.442266,0.918597,92115.7,60.3567,1.70476,771.012,0.026678,468183,87.2829,396,0,25184,508,2632,0,26,1108,3566,806,227,0,71,0,997,4301,0,34424,85,18,369,42,7,270498,19,600,0,593,44965,0,0,274799,Celtis-australis
0.235976,2,4,2,0,0,0.246659,0.04358,189689,5061,4050,4420,4926,4838,4024,2830,2481,835,334,266,443,306,180,98,-0.416677,0.968659,91094.2,179.227,2.87249,707.787,0.008683,413298,300.402,1848,0,34658,16059,2934,20,106,165,5103,1004,38,0,433,1,2099,4312,0,42561,1147,0,292,73,191,169759,554,1856,2,17206,267,20,0,174071,Celtis-australis
0.313896,873,265,5,6,255,0.056681,0.005338,228835,10603,13021,13531,12017,6397,2830,1399,1097,695,357,147,204,10,2,0,-0.442296,0.910892,91660.3,55.0455,1.63312,777.04,0.027952,472917,78.2797,21,0,18515,226,1196,0,16,2421,3136,696,241,0,75,0,1089,4105,0,19216,26,227,364,44,16,237478,0,21,0,252,53004,0,1,241583,Celtis-australis
0.402078,1108,240,4,2,236,0.156754,0.022225,190524,6362,4577,4046,4084,2862,1501,1117,991,584,211,160,312,299,212,571,-0.530829,0.992179,89981,134.109,2.51175,631.396,0.001746,353218,192.181,24031,2,5054,987,526,0,0,0,595,1375,450,60,2,4,786,4176,0,709,59,0,1,258,18,161217,26552,61918,0,1046,30,0,8,165393,Celtis-australis
0.33962,1356,365,6,4,361,0.295969,0.014715,137307,13829,10221,8898,8606,6249,3493,1929,1406,951,343,103,26,17,4,16,-0.465965,0.983857,94834.8,80.2938,2.76424,644.15,0.005415,369257,137.869,9848,0,37261,11446,205,6,39,38,1262,2263,312,3,22,0,910,4300,0,10924,1947,0,804,227,2,157222,37482,9881,151,13393,1,6,2,161522,Celtis-australis
0.237654,2508,314,17,12,316,0.320353,0.144481,133096,9578,9031,9031,8821,5126,2899,1546,1045,611,480,437,596,255,72,12,-0.406295,0.969253,91797.3,119.73,2.89075,578.463,0.007121,319091,197.687,16619,0,28377,7556,313,0,8,0,471,1512,345,8,3,0,440,4257,2,6253,786,0,0,4,0,113709,55422,16961,214,8342,0,0,1,117966,Celtis-australis
0.378417,16,10,4,0,10,0.230405,0.119075,224272,2169,2129,2653,3182,5075,6023,5769,7071,2603,378,314,608,424,219,250,-0.358315,0.896541,93927.5,232.16,2.27811,767.762,0.025699,467847,383.088,706,0,44933,16343,8724,9,58,180,12179,728,63,0,159,0,1989,4492,0,19921,122,1,398,16,204,238677,425,706,5,16465,491,9,0,243169,Celtis-australis
0.244061,1176,302,5,5,294,0.09515,0.048427,172748,17878,11509,10984,11049,8593,5469,3166,2233,927,287,265,441,338,279,216,-0.536677,0.988689,108258,77.2945,2.2352,704.636,0.002481,434551,116.898,8373,4,3234,1198,640,12,31,279,1133,1437,339,83,19,2,717,4266,1,701,150,260,104,322,9,252636,84361,9965,27,1348,401,12,23,256902,Celtis-australis
0.172147,1278,266,8,5,264,0.06178,0.058791,191015,9249,12880,15319,16252,13902,8518,4766,3189,1342,434,340,738,457,208,97,-0.469675,0.957653,104273,83.9852,2.05572,698.401,0.018176,424003,124.45,28055,0,9357,400,763,5,8,410,1606,814,530,36,2,0,1072,4526,17,3817,1,280,111,124,27,249258,31100,75294,251,401,1689,5,1,253784,Celtis-australis
0.218529,2623,421,20,13,427,0.001676,0.038657,107290,20223,9174,7574,7943,10272,7491,5196,3685,1293,305,132,119,56,22,2,-0.43435,0.988832,87471.9,109.315,3.32751,554.74,0.001166,297631,222.555,3942,1,28445,12521,100,10,245,0,953,2745,215,31,119,20,602,4646,1,6474,1092,0,7,373,1,154405,102694,3946,655,13613,0,11,8,159051,Celtis-australis
0.46903,1615,253,9,4,255,0.297465,0.058946,180383,13288,12378,11759,10677,6057,2914,1686,1389,642,264,264,340,367,298,491,-0.556692,0.995571,89117.9,98.0739,2.4766,644.328,0.000664,361422,144.251,26524,0,16286,721,609,0,0,21,886,1209,520,25,0,1,900,4307,0,7248,23,0,9,107,19,190911,7390,88389,0,744,389,0,6,195218,Celtis-australis
0.435409,890,178,6,4,174,0.029199,0.018467,270351,12814,15603,16042,15306,8134,3730,1664,1372,592,228,196,184,28,2,0,-0.487333,0.87706,95933.4,39.6626,1.0808,815.801,0.036952,514158,54.5247,283,0,9327,691,3073,0,12,76,2971,872,208,1,72,0,866,3999,0,56852,24,0,1195,55,9,319633,2,343,0,715,6017,0,0,323632,Celtis-australis
0.242118,1284,317,6,4,313,0.073219,0.019746,200429,4154,3270,3441,3744,4827,4556,3533,3416,1010,329,256,497,356,136,70,-0.420365,0.967386,91328.9,176.387,2.80891,730.464,0.009116,432285,295.266,731,0,33699,11228,4580,8,69,856,7625,753,39,0,255,0,1992,4394,0,42325,220,46,659,8,174,186360,214,731,1,11448,1884,8,0,190754,Celtis-australis
0.367437,1137,268,8,3,270,0.029921,0.041697,215738,14955,15315,16179,15213,8957,4224,1936,1924,834,341,287,502,363,122,12,-0.550893,0.969653,105180,55.8804,1.61221,756.037,0.013491,473245,78.7289,17645,0,5578,615,742,5,0,274,1243,1058,415,34,4,0,841,4191,0,2408,32,238,64,130,12,277291,16188,64773,0,647,607,5,4,281482,Celtis-australis
0.426329,1198,314,4,3,308,0.26257,0.026285,235980,5980,5656,5067,4244,1687,718,407,416,469,260,246,344,232,58,4,-0.508828,0.954839,99662.8,69.8689,1.71781,712.572,0.020448,429093,98.3118,10432,0,18603,3855,427,3,12,15,1028,1069,292,0,6,0,839,4102,0,51493,800,0,290,13,4,184130,4909,12059,0,4655,50,3,0,188232,Celtis-australis
